"POVINN","UCIT"
NJAZ074,"11567"
NFPL217,"11536"
NMAI071,"71854"
NMAG211,"11469"
NDMI036,"12460"
NJAZ070,"11567"
NJAZ170,"78657"
NOFY089,"12988"
NPRG005,"12948"
NDMI055,"11358"
NMFM334,"11927"
NOFY017,"11570"
NBCM103,"11490"
NBCM103,"11979"
NPRG045,"94346"
NFUF503,"11075"
NMAG497,"96636"
NOFY018,"36435"
NPRG021,"10854"
NJAZ072,"64280"
NTMF102,"47215"
NTMF037,"49031"
NJAZ072,"48144"
NOFY130,"11513"
NMFM306,"94273"
NMMO463,"24235"
NOFY067,"12571"
NMAI059,"92597"
NAIL133,"11369"
NAIL133,"13860"
NTVY003,"11877"
NPRG045,"98090"
NAIL063,"11108"
NFUF833,"11570"
NMTD402,"11664"
NMTM204,"17787"
NOFY060,"11476"
NMUG204,"10728"
NOFY028,"21310"
NBCM067,"38575"
NMAG631,"39245"
NOFY074,"12621"
NOFY127,"13368"
NMSA262,"11576"
NMFP436,"75290"
NOOE011,"11397"
NOOE016,"12789"
NMAG112,"88412"
NEVF176,"65349"
NOOE016,"20021"
NOOE016,"38218"
NOOE038,"11510"
NOOE114,"11566"
NOOE116,"20021"
NOOE117,"11410"
NOOE125,"12246"
NOOE129,"11300"
NOPT034,"42629"
NPEP302,"83601"
NPEP902,"11550"
NTMF057,"11924"
NPFL119,"12484"
NPFL123,"27386"
NPRF039,"11592"
NPRG003,"59496"
NMMA402,"12972"
NMTM310,"10728"
NMTM310,"20791"
NSZZ501,"11765"
NPRG005,"14650"
NPRG045,"11581"
NPRG045,"59276"
NPRG045,"11275"
NPRG045,"12997"
NPRG045,"66889"
NPRG045,"11108"
NPRG045,"19864"
NPRG045,"11037"
NSWI177,"66262"
NSWI080,"12672"
NSWI170,"11278"
NTIN060,"11302"
NTIN071,"12442"
NTMF014,"11325"
NTMF024,"11527"
NTMF025,"11839"
NTMF034,"11143"
NTMF044,"11975"
NTMF111,"11483"
NTVY015,"11239"
NTVY015,"73760"
NTVY017,"73760"
NFOE013,"13298"
NUMV085,"11765"
NUMV090,"11558"
NUOS007,"12406"
NDMI013,"11108"
NMMO302,"12416"
NMEK412,"12098"
NMST412,"12631"
NOFY162,"13217"
NMSA600,"12338"
NMFP434,"11380"
NOFY152,"11494"
NPEP904,"11550"
NPGR038,"66999"
NOFY130,"11305"
NOFY130,"37329"
NMMO328,"12416"
NMMA102,"43666"
NSWI170,"13027"
NOFY018,"12437"
NBCM023,"11371"
NMMA534,"35909"
NCHF072,"12448"
NMAG336,"12130"
NTMF060,"12454"
NFUF903,"11728"
NFUF901,"11510"
NMTM410,"12731"
NDFY072,"11728"
NFPL307,"18085"
NDBI023,"11369"
NJAZ015,"48144"
NFOE012,"13298"
NFUF201,"13310"
NOFY010,"38575"
NJSF031,"49031"
NTIN060,"12705"
NPGR033,"67236"
NOFY024,"13269"
NJAZ176,"10853"
NMSA202,"35910"
NMAG206,"11465"
NMAG164,"86890"
NTIN060,"66661"
NPGR022,"44350"
NMFM309,"76143"
NAIL062,"16584"
NMMA201,"12306"
NCGD008,"66999"
NOFY161,"13217"
NJSF145,"24303"
NPRG030,"59496"
NPRG062,"80265"
NPRG045,"12755"
NPFL142,"11581"
NMAI057,"10752"
NMTP432,"35910"
NFPL124,"70426"
NFPL146,"11476"
NBCM094,"11371"
NBCM094,"11212"
NMAG458,"10831"
NMMA101,"12495"
NMNV565,"68974"
NCGD006,"93278"
NBCM204,"37919"
NMSA407,"11521"
NAIL062,"12755"
NMMB409,"91089"
NPRG045,"11040"
NJAZ091,"12390"
NJAZ091,"59412"
NFPL801,"63854"
NMTM110,"11765"
NEVF118,"11326"
NEVF118,"16837"
NEVF125,"11604"
NEVF129,"36435"
NEVF135,"13227"
NEVF141,"11793"
NEVF148,"12367"
NEVF160,"16837"
NEVF168,"19759"
NEVF171,"18016"
NEVF171,"36435"
NEVF506,"11793"
NEVF516,"12945"
NFOE016,"21310"
NFOE018,"12955"
NFOE018,"25101"
NFOE021,"25101"
NFPL006,"11635"
NPRG030,"80265"
NOFY021,"12836"
NOFY151,"87349"
NMMA454,"11583"
NFPL029,"11337"
NFPL049,"23022"
NFPL053,"37329"
NFPL056,"23022"
NFPL066,"11543"
NFPL096,"12478"
NFPL106,"10850"
NFPL107,"11337"
NFPL109,"11303"
NFPL118,"63854"
NFPL145,"17393"
NTIN060,"99426"
NFPL127,"63854"
NFPL140,"13439"
NPEP501,"82075"
NJSF047,"44458"
NJSF114,"12432"
NJSF129,"11923"
NFPL145,"11543"
NFPL145,"10864"
NFPL145,"24934"
NFPL145,"20375"
NFPL202,"14073"
NFPL203,"20043"
NFPL240,"22962"
NFPL242,"19757"
NFPL252,"11337"
NFPL300,"11064"
NMAG111,"38463"
NMEK613,"11784"
NMET001,"13359"
NMTP611,"11741"
NMAG111,"96455"
NFUF819,"11221"
NFUF821,"11846"
NGEO002,"12392"
NGEO080,"21970"
NGEO083,"11525"
NGEO095,"13396"
NGEO108,"12798"
NGEO114,"14047"
NJAZ039,"11412"
NOFY024,"11783"
NMMA205,"10954"
NJAZ097,"68968"
NJAZ097,"92813"
NMAG448,"11469"
NJSF026,"12374"
NJSF041,"11305"
NJSF091,"12347"
NJSF105,"11260"
NJSF110,"11825"
NJSF113,"11327"
NJSF115,"11498"
NBCM033,"11775"
NMMO212,"12850"
NMMO592,"13013"
NMNM336,"11500"
NMNV406,"73125"
NMAG401,"69570"
NMAG435,"12130"
NAIL099,"11023"
NMAG464,"12130"
NMAG477,"10899"
NMAI069,"11306"
NMEK521,"11518"
NMET073,"11174"
NMET073,"11482"
NMET078,"12089"
NMET079,"11160"
NMET524,"13360"
NJAZ170,"10853"
NOFY024,"11510"
NMET059,"11163"
NMET533,"38897"
NMFM601,"12098"
NJAZ174,"23675"
NMMA431,"11269"
NMMA455,"12357"
NMMA456,"11574"
NMMA458,"16543"
NMMA461,"10997"
NMMB335,"11842"
NMMO543,"52110"
NMNV403,"11852"
NMNV537,"11500"
NMNV623,"11638"
NSWI098,"11618"
NPRG056,"11288"
NMSA413,"11345"
NMAG538,"69570"
NFPL308,"18969"
NMST611,"11927"
NMTD205,"11494"
NPRG056,"66812"
NMTM511,"11664"
NMTM511,"17187"
NMTP537,"12226"
NMUG511,"10728"
NMUG511,"16457"
NMUG511,"20791"
NMET535,"13359"
NMAG305,"96366"
NMAF026,"10832"
NOFY031,"21455"
NOFY031,"19302"
NOFY055,"25262"
NOFY055,"11408"
NOFY056,"11400"
NOFY069,"11339"
NMMA343,"11769"
NOOE027,"12413"
NOOE034,"11629"
NOOE046,"13269"
NOOE061,"11421"
NOOE069,"11421"
NOOE073,"56376"
NOOE100,"11830"
NOOE114,"11616"
NOOE128,"15147"
NOOE132,"13269"
NPEP401,"11550"
NAFY106,"13635"
NAIL097,"59496"
NAIL104,"12755"
NPFL129,"22187"
NPGR001,"11578"
NPGR005,"16878"
NPGR021,"12324"
NPGR032,"30353"
NPRF051,"11592"
NMIN111,"70352"
NPRG045,"11622"
NPRG045,"14650"
NPRG045,"13270"
NPRG045,"37173"
NPRG045,"18696"
NPRG045,"10752"
NMFP432,"77664"
NBCM244,"13069"
NMMA101,"16478"
NAST013,"11445"
NAST013,"24188"
NAST015,"13307"
NAST037,"43478"
NAST041,"61561"
NBCM090,"11347"
NBCM095,"11490"
NBCM095,"11856"
NBCM095,"17393"
NBCM095,"71987"
NBCM105,"11856"
NPRG080,"11845"
NSWI015,"11207"
NSWI015,"13470"
NSWI142,"85803"
NSWI150,"11618"
NSWI150,"13027"
NSWI181,"12117"
NTIN022,"78699"
NTIN050,"11266"
NTIN055,"12439"
NTIN084,"11369"
NTIN087,"11845"
NTIN097,"11606"
NBCM141,"11012"
NBCM143,"11593"
NBCM146,"11510"
NPRG045,"65539"
NBCM172,"12628"
NBCM173,"13368"
NBCM175,"11441"
NBCM181,"63390"
NBCM184,"19204"
NBCM205,"11362"
NBCM213,"12939"
NBCM217,"11408"
NBCM217,"12404"
NBCM232,"12448"
NBCM234,"12591"
NCGD003,"13860"
NTMF021,"11527"
NTMF045,"11924"
NTMF075,"13289"
NTMF082,"47215"
NTVY006,"71059"
NTVY016,"11671"
NTVY016,"16590"
NUOS005,"12418"
NAFY001,"13298"
NMMB538,"12700"
NOFY151,"10978"
NDFY071,"11728"
NDGF015,"11861"
NDGF018,"11099"
NDGF028,"13396"
NDMI002,"42629"
NMAG112,"11563"
NDMI111,"13014"
NDMI117,"12117"
NOFY152,"12720"
NFPL120,"18084"
NFPL120,"37329"
NOFY056,"18359"
NOFY002,"18412"
NMEK531,"88966"
NEVF170,"19759"
NFPL064,"11536"
NMAI057,"12164"
NBCM039,"12388"
NAST035,"13307"
NBCM058,"11408"
NFPL080,"12836"
NMFP537,"11380"
NFPL112,"23022"
NDGF008,"11525"
NDGF013,"11099"
NDBI046,"44325"
NJAZ117,"12390"
NBCM127,"11775"
NBCM169,"11182"
NFPL151,"11337"
NMET005,"83195"
NFPL189,"11476"
NMMB453,"84568"
NMTD403,"10728"
NFUF206,"11977"
NFUF405,"25410"
NGEO072,"11861"
NDIN015,"12986"
NDMI012,"11286"
NFPL208,"14073"
NFPL209,"12965"
NMMA531,"11512"
NDMI002,"76957"
NFPL209,"33074"
NFPL250,"61976"
NMSA409,"67135"
NFPL311,"12706"
NMMB551,"12700"
NJAZ048,"53792"
NDMI096,"58941"
NDMI107,"70894"
NEVF105,"11604"
NBCM209,"16238"
NBCM209,"21455"
NBCM237,"12939"
NBCM348,"11441"
NMST545,"24142"
NEVF149,"17641"
NEVF161,"11793"
NEVF164,"17641"
NEVF166,"13116"
NEVF536,"12576"
NAFY029,"11616"
NAFY031,"11616"
NAFY078,"15502"
NCGD014,"40505"
NJAZ012,"58753"
NEVF536,"12610"
NFOE017,"13298"
NFPL023,"12704"
NAIL065,"11369"
NAIL070,"11622"
NAIL071,"11622"
NAIL077,"12948"
NAIL108,"11822"
NOFY142,"99198"
NOFY022,"11421"
NAIL119,"14650"
NAIL120,"11103"
NAST001,"13007"
NAST011,"11982"
NAST018,"24188"
NPEP403,"11811"
NMAG437,"12450"
NOFY066,"37329"
NMMB430,"12345"
NEVF518,"17641"
NAFY101,"11757"
NAFY101,"12939"
NAFY101,"25262"
NAFY101,"55328"
NMFM331,"28547"
NMMB206,"94292"
NMAG540,"39245"
NMTP434,"11345"
NMAG431,"11896"
NOFY066,"22962"
NOFY066,"18085"
NOFY082,"12437"
NMST424,"11521"
NAIL120,"97863"
NTMF091,"47215"
NPFL144,"23005"
NDMI066,"12486"
NOPT048,"11354"
NPRG038,"98059"
NTMF333,"11289"
NPRG038,"66262"
NSWI154,"12997"
NEVF504,"54528"
NPFL124,"12356"
NPFL124,"45589"
NMSA170,"13759"
NMSA603,"13759"
NJAZ115,"12390"
NDMI055,"12117"
NMAG206,"29697"
NBCM103,"11600"
NFPL311,"13582"
NAFF003,"16634"
NOFY081,"11325"
NOFY075,"13761"
NMAT362,"22975"
NOFY125,"12988"
NJAZ089,"88357"
NPEP903,"11811"
NOFY130,"42172"
NOFY130,"58133"
NAIL135,"12986"
NMST701,"12354"
NOFY067,"13298"
NOFY065,"14073"
NMMA301,"16478"
NMAG112,"96455"
NMAG450,"94557"
NEVF191,"61696"
NTVY003,"11077"
NTVY003,"11239"
NOPT021,"98099"
NFUF407,"12410"
NMTD108,"10728"
NMTD410,"10728"
NMTD410,"17187"
NMTM264,"17787"
NOFY066,"12706"
NMET015,"13359"
NMTP438,"13759"
NMUM312,"11765"
NMUM365,"11664"
NOFY127,"13761"
NOOE016,"11780"
NMAG446,"12463"
NMAG438,"12130"
NTMF063,"12454"
NTMF063,"47215"
NOOE016,"15502"
NOOE036,"11510"
NOOE070,"11629"
NOOE080,"25211"
NOOE107,"11830"
NOOE130,"29025"
NOOE134,"51768"
NOOE137,"13269"
NOOE138,"11360"
NOOE138,"12789"
NOPT008,"10945"
NOPT013,"12353"
NPEP603,"11028"
NPEP802,"11550"
NPFL087,"10876"
NCGD001,"40505"
NPFL134,"11581"
NPRF001,"12396"
NOFY057,"11854"
NMTM310,"17187"
NPRG025,"11822"
NPRG045,"11324"
NPRG045,"23005"
NPRG045,"10945"
NPRG045,"11369"
NPRG045,"78571"
NPRG045,"30353"
NPRG054,"11618"
NPRG082,"83183"
NSZZ010,"12690"
NTIN113,"32286"
NTMF028,"12223"
NTMF028,"75568"
NTVY015,"16590"
NMAI059,"16918"
NMAF038,"12450"
NFPL192,"11078"
NFPL192,"11276"
NFUF105,"11408"
NFUF105,"13298"
NFUF306,"11570"
NOPT059,"11103"
NEVF192,"61696"
NJAZ069,"12390"
NFUF103,"13298"
NMAG160,"99126"
NPRG083,"83183"
NEVF550,"12367"
NMMO568,"75779"
NOFY130,"33074"
NMSA202,"11576"
NBCM023,"12362"
NMMB534,"11572"
NMMA706,"16394"
NPFL140,"68158"
NFPL502,"34229"
NJAZ068,"11567"
NMMA564,"43666"
NDBI007,"74478"
NFPL122,"11536"
NFPL502,"11635"
NFOE012,"11780"
NMMA122,"12306"
NTIN111,"23828"
NMMA102,"79147"
NMMB210,"11572"
NMAI058,"11306"
NMST450,"11559"
NPGR038,"11324"
NDMI052,"11108"
NOFY141,"12720"
NFUF808,"11728"
NMFM309,"77193"
NMFP405,"12338"
NMAG212,"12428"
NMAG338,"21159"
NDMI002,"93290"
NMTM201,"12731"
NPRG062,"24426"
NTIN102,"12705"
NTIN102,"23828"
NMTM301,"11664"
NOFY088,"11408"
NMAG405,"94557"
NMMB413,"94374"
NPGR003,"81948"
NOFY003,"11143"
NFUF202,"11846"
NOFY021,"18084"
NPFL137,"13277"
NCHF073,"16238"
NDMI011,"92597"
NOFY076,"11862"
NAIL131,"91428"
NDBI049,"11789"
NDBI049,"24712"
NFPL124,"11620"
NFPL146,"11447"
NBCM094,"11441"
NFPL146,"11593"
NBCM094,"11780"
NMNM331,"14271"
NOFY076,"20429"
NBCM204,"10733"
NPFL100,"13437"
NMAI054,"11279"
NBCM160,"12955"
NTMF006,"11483"
NMNV451,"13003"
NFPL136,"18085"
NFPL183,"12284"
NJAZ176,"59412"
NMTM207,"12354"
NMAI069,"12193"
NMIN111,"11715"
NDMI002,"85645"
NEVF123,"12437"
NEVF135,"11320"
NEVF136,"11387"
NEVF141,"16837"
NEVF143,"12945"
NEVF144,"11431"
NEVF151,"12681"
NEVF160,"12437"
NEVF162,"17641"
NEVF171,"18635"
NEVF192,"12681"
NEVF502,"11607"
NEVF516,"17677"
NFOE016,"12628"
NFOE021,"12494"
NFPL004,"11304"
NMAI061,"11626"
NMAT100,"11668"
NSWI038,"11547"
NFPL038,"12679"
NFPL045,"11276"
NFPL045,"11323"
NFPL045,"11754"
NFPL056,"39246"
NFPL059,"12836"
NFPL061,"50966"
NFPL078,"11589"
NFPL079,"12492"
NFPL083,"37329"
NFPL145,"11387"
NFPL096,"33074"
NFPL101,"12477"
NFPL113,"23022"
NFPL113,"39246"
NFPL128,"11782"
NFPL140,"11589"
NFPL141,"34229"
NFPL144,"10850"
NPEP501,"11811"
NJSF130,"12379"
NJSF008,"70769"
NPRG062,"11037"
NJSF037,"12432"
NJSF111,"11220"
NJSF146,"11825"
NJSF150,"11305"
NJSF156,"12511"
NFPL145,"11438"
NFPL145,"57823"
NFPL158,"22962"
NFPL160,"11524"
NFPL171,"11335"
NFPL185,"12284"
NFPL186,"12284"
NFPL194,"12143"
NFPL196,"12143"
NFPL203,"24737"
NFPL252,"10864"
NMTP611,"12338"
NMET024,"13360"
NMAG211,"92814"
NPRG062,"13270"
NFPL800,"10733"
NFPL801,"18969"
NFUF101,"12410"
NFUF101,"13827"
NTIN104,"60792"
NFUF201,"11438"
NFUF303,"11221"
NTIN061,"12948"
NFUF813,"13827"
NGEO016,"11383"
NGEO017,"12798"
NGEO034,"12364"
NGEO101,"13396"
NJAZ013,"64280"
NJAZ043,"53792"
NJAZ047,"53792"
NJAZ049,"11412"
NOOE002,"13269"
NMAG365,"38463"
NJAZ078,"76387"
NJAZ083,"11412"
NJAZ110,"23675"
NJAZ199,"92813"
NJSF059,"11327"
NJSF082,"11825"
NJSF138,"11453"
NJSF151,"11305"
NJSF164,"12916"
NJSF195,"12541"
NJSF197,"11084"
NLTM014,"11372"
NMAG465,"56084"
NMAG481,"12428"
NMMO403,"11563"
NMNM338,"11502"
NCGD005,"33844"
NMAG409,"67053"
NMAG411,"67053"
NMAG563,"39245"
NMAG569,"23705"
NMEK521,"12098"
NDMI106,"31372"
NMET066,"13360"
NMET514,"13360"
NMET518,"13360"
NMET524,"12089"
NMET524,"13359"
NMET524,"29846"
NMET528,"29846"
NJAZ074,"59412"
NMET531,"12089"
NFUF203,"11408"
NMEK605,"12263"
NMET002,"12811"
NMET020,"11482"
NMET031,"12089"
NMET034,"80493"
NMET509,"11599"
NMET530,"12089"
NMET536,"29846"
NMFM308,"24327"
NMMA164,"16543"
NMMA469,"66148"
NMMB333,"59334"
NMMB335,"64736"
NMMO561,"11336"
NMMO592,"89865"
NMMO599,"12850"
NJAZ201,"22464"
NMMA205,"12090"
NJSF194,"11327"
NPFL083,"11759"
NMTM101,"83601"
NMTM105,"17787"
NMTM161,"10728"
NMTM203,"17787"
NMTM403,"11914"
NMTM503,"12731"
NMTP533,"12338"
NODV001,"78680"
NOFY003,"11339"
NMAI042,"62138"
NTVY019,"70151"
NTVY019,"78660"
NMFM438,"12382"
NMMB413,"12345"
NOFY064,"11591"
NMMA492,"16543"
NMMB212,"22913"
NOOE010,"12413"
NOOE026,"20021"
NOOE046,"11616"
NOOE046,"12438"
NOOE071,"11629"
NOOE128,"11300"
NOPT018,"11291"
NMAI059,"93290"
NPFL067,"12975"
NPFL099,"27386"
NMAI059,"82769"
NPFL118,"15807"
NAFY010,"21310"
NAFY084,"18084"
NAFY084,"33074"
NAFY084,"12591"
NAIL087,"68160"
NPRG058,"10963"
NPFL132,"12964"
NPGR025,"16878"
NPRF006,"11621"
NPRG036,"19441"
NPRG045,"32039"
NPRG045,"11105"
NPRG045,"23828"
NPRG045,"83158"
NPRG045,"75243"
NPRG045,"24712"
NPRG045,"10732"
NDMI011,"82769"
NMMA101,"19716"
NAIL132,"13860"
NAST021,"13184"
NBCM014,"11979"
NBCM041,"12411"
NBCM062,"11838"
NBCM071,"11783"
NMMB333,"11554"
NPRG071,"13027"
NSWI072,"11845"
NSWI121,"10938"
NSWI133,"12997"
NSWI141,"13270"
NTIN004,"11606"
NTIN023,"12418"
NTIN090,"11302"
NTIN112,"67884"
NMFP409,"11380"
NMIN105,"12406"
NTIN061,"66661"
NBCM135,"11184"
NBCM137,"15013"
NBCM145,"11510"
NBCM200,"12939"
NBCM211,"11779"
NBCM217,"11276"
NBCM222,"11724"
NBCM305,"10805"
NBCM323,"11304"
NBCM330,"60136"
NBCM351,"13761"
NDBI021,"30014"
NDBI025,"12471"
NTMF020,"12921"
NTMF030,"13996"
NTMF043,"11698"
NTMF061,"11924"
NTMF107,"11325"
NTVY006,"11152"
NTVY006,"11877"
NTVY006,"16590"
NTVY014,"78660"
NMAI062,"96433"
NMMA205,"35909"
NDBI031,"11023"
NDBI051,"12579"
NDFY064,"13827"
NDGF008,"11225"
NDGF021,"11090"
NDGF030,"11271"
NDIN008,"11433"
NMAF062,"13217"
NMAG112,"91937"
NDMI098,"37173"
NDMI108,"78699"
NEVF106,"12945"
NEVF106,"11066"
NEVF114,"11471"
NBCM178,"11438"
NFPL120,"11524"
NFPL120,"39246"
NPRG045,"10854"
NMSA211,"89594"
NMAG111,"11293"
NFPL115,"12706"
NAIL130,"74192"
NMAG111,"93101"
NDMI002,"96681"
NAST030,"11492"
NMMA403,"12357"
NBCM026,"11600"
NAST035,"11144"
NBCM011,"12362"
NBCM017,"11371"
NBCM038,"12404"
NFPL067,"11543"
NFPL076,"12853"
NBCM100,"25101"
NBCM106,"11856"
NBCM107,"13179"
NDBI007,"11272"
NPRG045,"11286"
NMET034,"41772"
NJAZ118,"11567"
NOPT021,"42031"
NOFY029,"11859"
NBCM121,"12388"
NBCM127,"11600"
NBCM129,"11490"
NBCM140,"17076"
NBCM156,"11168"
NBCM159,"12628"
NFPL151,"11524"
NFPL151,"11543"
NFPL178,"11476"
NFPL189,"11757"
NFPL190,"12478"
NFPL802,"18969"
NFPL802,"63854"
NFUF206,"11591"
NFUF811,"12310"
NFUF817,"11221"
NFUF835,"32288"
NGEO022,"11592"
NGEO089,"11099"
NMSA413,"11888"
NFPL197,"13439"
NSWI130,"44325"
NPRG013,"11288"
NFPL215,"11438"
NFPL308,"18084"
NGEO111,"43439"
NMSA405,"24327"
NMSA601,"11576"
NDMI096,"10945"
NDMI109,"78699"
NEVF103,"11471"
NEVF104,"12367"
NEVF116,"11793"
NOFY024,"11078"
NBCM229,"12404"
NBCM237,"12591"
NEVF120,"11607"
NEVF127,"13116"
NEVF130,"16837"
NEVF154,"12681"
NEVF172,"42172"
NEVF508,"12681"
NEVF532,"11564"
NMAG111,"11563"
NAFY019,"11524"
NAFY038,"11348"
NAFY085,"11476"
NDMI010,"12406"
NEVF555,"11706"
NEVF555,"12681"
NFOE017,"13310"
NFOE017,"25101"
NFPL012,"11337"
NFPL023,"11426"
NFPL023,"11779"
NMSA409,"11521"
NAIL052,"59276"
NAIL079,"12948"
NAIL086,"14650"
NAIL093,"12986"
NAIL094,"11302"
NAIL119,"82351"
NAST018,"13307"
NJAZ090,"58753"
NJAZ172,"10853"
NOFY152,"10978"
NTMF058,"11924"
NPFL120,"27504"
NSWI158,"93278"
NAFY101,"17076"
NBCM103,"71987"
NSCI004,"13996"
NJAZ074,"48144"
NOFY016,"11570"
NDMI050,"82769"
NBCM177,"12955"
NPRG031,"11324"
NMAG160,"78034"
NTMF091,"11483"
NTMF091,"60809"
NTMF091,"56845"
NSWI143,"12087"
NSWI177,"94223"
NMAI071,"11098"
NSZZ502,"17787"
NAFY103,"14073"
NMAI058,"11291"
NOFY018,"11066"
NPRG042,"10963"
NFPL141,"11323"
NJAZ115,"22464"
NMAI054,"11105"
NMMA102,"12972"
NFUF503,"11034"
NMET009,"12089"
NTMF102,"49031"
NMTD104,"11329"
NJAZ089,"23675"
NJAZ090,"88357"
NOFY130,"12837"
NOFY130,"17393"
NOFY130,"52500"
NMFM202,"12354"
NFOE026,"13298"
NOFY062,"10733"
NMET025,"38897"
NTVY003,"78660"
NTVY003,"70151"
NMAG436,"12129"
NMMB568,"12526"
NMTD206,"11494"
NMTD410,"16457"
NMTM162,"20791"
NMNM201,"97188"
NPRG005,"64406"
NOFY066,"11513"
NLTM001,"11372"
NMUG404,"11664"
NMUG410,"17187"
NOFY054,"12494"
NOFY068,"12571"
NOOE082,"38218"
NOOE120,"11360"
NOOE300,"20021"
NOPT034,"13014"
NPFL079,"12964"
NPFL141,"11597"
NPGR020,"12324"
NPGR029,"11443"
NPOZ008,"12454"
NFPL218,"12704"
NMTM310,"12731"
NPRG005,"11037"
NPRG045,"15807"
NPRG045,"68318"
NPRG045,"27386"
NPRG045,"16878"
NPRG045,"80619"
NPRG045,"66262"
NJSF105,"12427"
NTIN066,"23828"
NFUF501,"13007"
NPRG069,"11324"
NPRG076,"22315"
NPRG079,"11581"
NSWI026,"16560"
NSWI145,"19441"
NSWI166,"30014"
NSWI180,"11822"
NSZZ010,"12947"
NOFY152,"92814"
NTIN094,"11302"
NTIN107,"12439"
NTMF068,"11975"
NTMF120,"18859"
NTVY015,"11077"
NTVY015,"11877"
NTVY015,"78660"
NDZK001,"11567"
NUFY068,"12955"
NUFY129,"12571"
NFUF103,"11075"
NOFY066,"12143"
NOFY066,"24737"
NAFY002,"13310"
NMEK436,"89594"
NJAZ069,"11567"
NSWI170,"74478"
NPRG083,"96460"
NPRG083,"98401"
NOFY130,"12988"
NMMA363,"16543"
NMMO328,"66260"
NFOE021,"12955"
NPFL140,"27386"
NDMI022,"11306"
NOFY066,"18084"
NMTM410,"11664"
NMTM410,"11765"
NMTM410,"16457"
NMTM410,"17187"
NMTM410,"20791"
NFUF818,"11550"
NFUF818,"11728"
NBCM088,"11490"
NMST414,"12382"
NDMI074,"71311"
NMTD204,"20791"
NMMA336,"79286"
NOFY010,"12413"
NMAG206,"69482"
NFPL219,"12704"
NMSA332,"69076"
NMMB210,"11180"
NOFY028,"36435"
NMMB460,"17391"
NPEP601,"11028"
NMTD503,"12324"
NTIN102,"13014"
NFPL135,"23022"
NDMI002,"83709"
NPRG013,"10854"
NOFY151,"86901"
NMTD501,"17187"
NTIN022,"76957"
NBCM179,"11582"
NMAG263,"12490"
NCHF073,"47197"
NPRG062,"11369"
NEVF505,"13377"
NMAI057,"68975"
NMAG337,"11896"
NCGD006,"96399"
NPFL100,"11275"
NBCM160,"11304"
NMFP505,"28547"
NMAI062,"12345"
NMAG565,"12673"
NFPL136,"39246"
NFPL310,"18385"
NBCM029,"47197"
NTIN110,"12406"
NTIN110,"69479"
NJAZ091,"11567"
NJAZ091,"48144"
NMTD401,"12324"
NMAG455,"75932"
NMIN111,"12406"
NMIN105,"96682"
NEVF117,"11747"
NEVF122,"13377"
NEVF129,"42172"
NEVF163,"11066"
NEVF173,"13760"
NEVF501,"11326"
NEVF534,"12111"
NEVF535,"45614"
NFPL013,"12837"
NMEK606,"11345"
NMET050,"10832"
NMET062,"13635"
NDMI002,"78034"
NJAZ200,"92813"
NFPL027,"63854"
NFPL045,"11362"
NFPL072,"11323"
NFPL079,"12706"
NFPL082,"12415"
NFPL082,"12853"
NFPL145,"11337"
NFPL145,"07980"
NFPL133,"11543"
NJSF006,"12374"
NOFY029,"72661"
NJSF030,"11220"
NDMI011,"11105"
NJSF083,"11825"
NJSF084,"11825"
NJSF109,"12481"
NJSF126,"11825"
NJSF136,"11453"
NJSF150,"25410"
NFPL145,"12284"
NFUF902,"11570"
NFPL155,"11337"
NFPL155,"11543"
NFPL177,"11335"
NFPL182,"11303"
NFPL182,"13269"
NFPL184,"11078"
NFPL184,"11438"
NFPL186,"11892"
NFPL201,"11076"
NFPL210,"20043"
NFPL216,"29535"
NFPL244,"11635"
NMET003,"13359"
NFPL801,"12939"
NFPL801,"14073"
NFUF401,"11849"
NFUF502,"11728"
NFUF803,"12410"
NMAG334,"37386"
NFUF828,"12310"
NGEO069,"43439"
NGEO082,"12364"
NCHF071,"18969"
NOFY024,"13582"
NSWI106,"71311"
NSWI106,"94223"
NOFY141,"11469"
NMTD101,"20791"
NJSF070,"11498"
NJSF071,"17328"
NJSF101,"11498"
NJSF107,"11305"
NJSF148,"11327"
NJSF196,"12432"
NMAG532,"67053"
NMAG339,"12673"
NMAG339,"11896"
NDMI092,"78699"
NMMO404,"11259"
NMMO404,"13217"
NMMO564,"12416"
NMMO566,"34077"
NMNV404,"11852"
NMNV436,"11502"
NMAG471,"37386"
NMAG581,"65702"
NMAI055,"11774"
NMAI060,"11626"
NMET073,"12089"
NMET067,"38897"
NMET508,"12811"
NMET534,"11160"
NMET074,"11599"
NMET525,"13360"
NMET532,"13360"
NMET536,"41772"
NMFM205,"12382"
NMIN105,"69482"
NMMA164,"22975"
NMMA456,"12357"
NMMA498,"94516"
NMMA563,"43666"
NMMA579,"11664"
NMMB331,"50002"
NMMB452,"50002"
NMMO592,"16394"
NMMO599,"89529"
NMNV463,"12416"
NMNV503,"13003"
NMNV533,"13056"
NMNV539,"73125"
NMNV543,"14271"
NMNV561,"12524"
NJSF180,"11327"
NLTM015,"11372"
NMST511,"11576"
NMTD201,"10728"
NMTM511,"10728"
NMTM511,"12947"
NPRG030,"12406"
NMUG405,"16457"
NMUG511,"11765"
NMUG511,"17187"
NTVY019,"73760"
NTVY019,"11077"
NTVY019,"11877"
NMFM602,"11380"
NMAI055,"43666"
NOFY031,"16238"
NOFY056,"11066"
NOFY059,"11408"
