"PLAN_CODE","PLAN_YEAR","CODE","INTERCHANGEABILITY","BLOC_SUBJECT_CODE","BLOC_TYPE","BLOC_LIMIT","BLOC_NAME_CZ","BLOC_NAME_EN","SEQ","NOTE_CZ","NOTE_EN","BLOC_NOTE_CZ","BLOC_NOTE_EN"
NIDAW22B,"2019",NSWI090,,"3782",B,8,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0002",,,,
NIDAW22B,"2019",NSWI095,NSWI177,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0010",,,,
NIDAW22B,"2019",NSWI120,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0003",,,,
NIDAW22B,"2019",NSWI130,,"3782",B,8,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0006",,,,
NIDAW22B,"2019",NSWI141,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0004",,,,
NIDAW22B,"2019",NSWI142,,"3780",A,,Povinné předměty IDAW Bc.,,"02/006/0001",,,,
NIDAW22B,"2019",NSWI153,,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0001",,,,
NIDAW22B,"2019",NSWI166,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0001",,,,
NIDAW22B,"2019",NSWI170,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0009",,,,
NIDAW22B,"2019",NSWI177,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0010",,,,
NIDAW22B,"2019",NSZZ026,NSZZ031,"6232",A,,Bakalářská práce,,"02/001/0001",,,,
NIDAW22B,"2019",NSZZ031,,"6232",A,,Bakalářská práce,,"02/001/0001",,,,
NIDAW22B,"2019",NTIN060,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0007",,,,
NIDAW22B,"2019",NTIN061,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0014",,,,
NIDAW22B,"2019",NTIN071,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0017",,,,
NIDAW22B,"2019",NTVY014,,"3777",B,4,Tělesná výchova s kurzy,,"02/003/0001",,,,
NIDAW22B,"2019",NTVY015,,"3777",B,4,Tělesná výchova s kurzy,,"02/003/0002",,,,
NIDAW22B,"2019",NTVY016,,"3777",B,4,Tělesná výchova s kurzy,,"02/003/0003",,,,
NIDAW22B,"2019",NTVY017,,"3777",B,4,Tělesná výchova s kurzy,,"02/003/0004",,,,
NIDAW22B,"2019",NTVY018,,"3777",B,4,Tělesná výchova s kurzy,,"02/003/0006",,,,
NIDAW22B,"2019",NTVY019,,"3777",B,4,Tělesná výchova s kurzy,,"02/003/0005",,,,
NIDAW22B,"2020",NAIL062,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0016",,,,
NIDAW22B,"2020",NAIL120,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0002",,,,
NIDAW22B,"2020",NAIL121,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0005",,,,
NIDAW22B,"2020",NAIX062,NAIL062,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0016",,,,
NIDAW22B,"2020",NDBI007,,"3782",B,8,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0005",,,,
NIDAW22B,"2020",NDBI013,,"3782",B,8,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0001",,,,
NIDAW22B,"2020",NDBI025,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0013",,,,
NIDAW22B,"2020",NDBI026,,"3780",A,,Povinné předměty IDAW Bc.,,"02/006/0003",,,,
NIDAW22B,"2020",NDBI038,,"3782",B,8,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0004",,,,
NIDAW22B,"2020",NDBI040,,"3780",A,,Povinné předměty IDAW Bc.,,"02/006/0006",,,,
NIDAW22B,"2020",NDBI045,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0007",,,,
NIDAW22B,"2020",NDBI046,,"3780",A,,Povinné předměty IDAW Bc.,,"02/006/0012",,,,
NIDAW22B,"2020",NDBX007,NDBI007,"3782",B,8,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0005",,,,
NIDAW22B,"2020",NDBX025,NDBI025,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0013",,,,
NIDAW22B,"2020",NDBX046,NDBI046,"3780",A,,Povinné předměty IDAW Bc.,,"02/006/0012",,,,
NIDAW22B,"2020",NDMI002,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0005",,,,
NIDAW22B,"2020",NDMI011,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0015",,,,
NIDAW22B,"2020",NDMX011,NDMI011,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0015",,,,
NIDAW22B,"2020",NJAZ091,,"3795",A,,Anglický jazyk,,"02/002/0001",,,,
NIDAW22B,"2020",NMAI054,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0011",,,,
NIDAW22B,"2020",NMAI055,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0017",,,,
NIDAW22B,"2020",NMAI057,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0006",,,,
NIDAW22B,"2020",NMAI058,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0012",,,,
NIDAW22B,"2020",NMAI059,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0018",,,,
NIDAW22B,"2020",NMAX055,NMAI055,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0017",,,,
NIDAW22B,"2020",NMAX059,NMAI059,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0018",,,,
NIDAW22B,"2020",NPFL054,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0003",,,,
NIDAW22B,"2020",NPFL129,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0003",,,,
NIDAW22B,"2020",NPGR002,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0006",,,,
NIDAW22B,"2020",NPGR035,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0009",,,,
NIDAW22B,"2020",NPGR036,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0008",,,,
NIDAW22B,"2020",NPRG005,,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0008",,,,
NIDAW22B,"2020",NPRG013,,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0003",,,,
NIDAW22B,"2020",NPRG021,,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0006",,,,
NIDAW22B,"2020",NPRG030,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0002",,,,
NIDAW22B,"2020",NPRG031,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0008",,,,
NIDAW22B,"2020",NPRG035,,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0004",,,,
NIDAW22B,"2020",NPRG036,,"3780",A,,Povinné předměty IDAW Bc.,,"02/006/0009",,,,
NIDAW22B,"2020",NPRG038,,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0007",,,,
NIDAW22B,"2020",NPRG041,,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0002",,,,
NIDAW22B,"2020",NPRG045,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0019",,,,
NIDAW22B,"2020",NPRG051,,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0005",,,,
NIDAW22B,"2020",NPRG056,,"3782",B,8,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0003",,,,
NIDAW22B,"2020",NPRG062,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0001",,,,
NIDAW22B,"2020",NPRX005,NPRG005,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0008",,,,
NIDAW22B,"2020",NPRX013,NPRG013,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0003",,,,
NIDAW22B,"2020",NPRX021,NPRG021,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0006",,,,
NIDAW22B,"2020",NPRX030,NPRG030,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0002",,,,
NIDAW22B,"2020",NPRX035,NPRG035,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0004",,,,
NIDAW22B,"2020",NPRX036,NPRG036,"3780",A,,Povinné předměty IDAW Bc.,,"02/006/0009",,,,
NIDAW22B,"2020",NPRX038,NPRG038,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0007",,,,
NIDAW22B,"2020",NPRX041,NPRG041,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0002",,,,
NIDAW22B,"2020",NPRX051,NPRG051,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0005",,,,
NIDAW22B,"2020",NPRX056,NPRG056,"3782",B,8,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0003",,,,
NIDAW22B,"2020",NSWI004,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0015",,,,
NIDAW22B,"2020",NSWI090,,"3782",B,8,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0002",,,,
NIDAW22B,"2020",NSWI095,NSWI177,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0010",,,,
NIDAW22B,"2020",NSWI120,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0003",,,,
NIDAW22B,"2020",NSWI130,,"3782",B,8,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0006",,,,
NIDAW22B,"2020",NSWI141,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0004",,,,
NIDAW22B,"2020",NSWI142,,"3780",A,,Povinné předměty IDAW Bc.,,"02/006/0001",,,,
NIDAW22B,"2020",NSWI153,,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0001",,,,
NIDAW22B,"2020",NSWI166,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0001",,,,
NIDAW22B,"2020",NSWI170,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0009",,,,
NIDAW22B,"2020",NSWI177,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0010",,,,
NIDAW22B,"2020",NSWX004,NSWI004,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0015",,,,
NIDAW22B,"2020",NSWX142,NSWI142,"3780",A,,Povinné předměty IDAW Bc.,,"02/006/0001",,,,
NIDAW22B,"2020",NSWX153,NSWI153,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0001",,,,
NIDAW22B,"2020",NSZZ026,NSZZ031,"6232",A,,Bakalářská práce,,"02/001/0001",,,,
NIDAW22B,"2020",NSZZ031,,"6232",A,,Bakalářská práce,,"02/001/0001",,,,
NIDAW22B,"2020",NTIN060,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0007",,,,
NIDAW22B,"2020",NTIN061,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0014",,,,
NIDAW22B,"2020",NTIN071,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0017",,,,
NIDAW22B,"2020",NTIX061,NTIN061,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0014",,,,
NIDAW22B,"2020",NTIX071,NTIN071,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0017",,,,
NIDAW22B,"2020",NTVY014,,"3777",B,4,Tělesná výchova s kurzy,,"02/003/0001",,,,
NIDAW22B,"2020",NTVY015,,"3777",B,4,Tělesná výchova s kurzy,,"02/003/0002",,,,
NIDAW22B,"2020",NTVY016,,"3777",B,4,Tělesná výchova s kurzy,,"02/003/0003",,,,
NIDAW22B,"2020",NTVY017,,"3777",B,4,Tělesná výchova s kurzy,,"02/003/0004",,,,
NIDAW22B,"2020",NTVY018,,"3777",B,4,Tělesná výchova s kurzy,,"02/003/0006",,,,
NIDAW22B,"2020",NTVY019,,"3777",B,4,Tělesná výchova s kurzy,,"02/003/0005",,,,
NIDAW22B,"2021",NAIL062,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0016",,,,
NIDAW22B,"2021",NAIL120,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0002",,,,
NIDAW22B,"2021",NAIL121,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0005",,,,
NIDAW22B,"2021",NAIX062,NAIL062,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0016",,,,
NIDAW22B,"2021",NDBI007,,"3782",B,8,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0005",,,,
NIDAW22B,"2021",NDBI013,,"3782",B,8,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0001",,,,
NIDAW22B,"2021",NDBI025,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0013",,,,
NIDAW22B,"2021",NDBI026,,"3780",A,,Povinné předměty IDAW Bc.,,"02/006/0003",,,,
NIDAW22B,"2021",NDBI037,NSWI166,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0001",,,,
NIDAW22B,"2021",NDBI038,,"3782",B,8,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0004",,,,
NIDAW22B,"2021",NDBI040,,"3780",A,,Povinné předměty IDAW Bc.,,"02/006/0006",,,,
NIDAW22B,"2021",NDBI045,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0007",,,,
NIDAW22B,"2021",NDBI046,,"3780",A,,Povinné předměty IDAW Bc.,,"02/006/0012",,,,
NIDAW22B,"2021",NDBX007,NDBI007,"3782",B,8,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0005",,,,
NIDAW22B,"2021",NDBX025,NDBI025,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0013",,,,
NIDAW22B,"2021",NDBX046,NDBI046,"3780",A,,Povinné předměty IDAW Bc.,,"02/006/0012",,,,
NIDAW22B,"2021",NDMI002,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0005",,,,
NIDAW22B,"2021",NDMI011,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0015",,,,
NIDAW22B,"2021",NDMX011,NDMI011,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0015",,,,
NIDAW22B,"2021",NJAZ091,,"3795",A,,Anglický jazyk,,"02/002/0001",,,,
NIDAW22B,"2021",NMAI054,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0011",,,,
NIDAW22B,"2021",NMAI055,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0017",,,,
NIDAW22B,"2021",NMAI057,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0006",,,,
NIDAW22B,"2021",NMAI058,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0012",,,,
NIDAW22B,"2021",NMAI059,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0018",,,,
NIDAW22B,"2021",NMAX055,NMAI055,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0017",,,,
NIDAW22B,"2021",NMAX059,NMAI059,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0018",,,,
NIDAW22B,"2021",NPFL054,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0003",,,,
NIDAW22B,"2021",NPFL129,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0003",,,,
NIDAW22B,"2021",NPGR002,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0006",,,,
NIDAW22B,"2021",NPGR035,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0009",,,,
NIDAW22B,"2021",NPGR036,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0008",,,,
NIDAW22B,"2021",NPRG005,,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0008",,,,
NIDAW22B,"2021",NPRG013,,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0003",,,,
NIDAW22B,"2021",NPRG021,,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0006",,,,
NIDAW22B,"2021",NPRG030,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0002",,,,
NIDAW22B,"2021",NPRG031,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0008",,,,
NIDAW22B,"2021",NPRG035,,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0004",,,,
NIDAW22B,"2021",NPRG036,,"3780",A,,Povinné předměty IDAW Bc.,,"02/006/0009",,,,
NIDAW22B,"2021",NPRG038,,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0007",,,,
NIDAW22B,"2021",NPRG041,,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0002",,,,
NIDAW22B,"2021",NPRG045,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0019",,,,
NIDAW22B,"2021",NPRG051,,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0005",,,,
NIDAW22B,"2021",NPRG056,,"3782",B,8,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0003",,,,
NIDAW22B,"2021",NPRG062,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0001",,,,
NIDAW22B,"2021",NPRX005,NPRG005,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0008",,,,
NIDAW22B,"2021",NPRX013,NPRG013,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0003",,,,
NIDAW22B,"2021",NPRX021,NPRG021,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0006",,,,
NIDAW22B,"2021",NPRX030,NPRG030,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0002",,,,
NIDAW22B,"2021",NPRX035,NPRG035,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0004",,,,
NIDAW22B,"2021",NPRX036,NPRG036,"3780",A,,Povinné předměty IDAW Bc.,,"02/006/0009",,,,
NIDAW22B,"2021",NPRX038,NPRG038,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0007",,,,
NIDAW22B,"2021",NPRX041,NPRG041,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0002",,,,
NIDAW22B,"2021",NPRX051,NPRG051,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0005",,,,
NIDAW22B,"2021",NPRX056,NPRG056,"3782",B,8,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0003",,,,
NIDAW22B,"2021",NSWI004,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0015",,,,
NIDAW22B,"2021",NSWI090,,"3782",B,8,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0002",,,,
NIDAW22B,"2021",NSWI095,NSWI177,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0010",,,,
NIDAW22B,"2021",NSWI120,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0003",,,,
NIDAW22B,"2021",NSWI130,,"3782",B,8,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0006",,,,
NIDAW22B,"2021",NSWI141,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0004",,,,
NIDAW22B,"2021",NSWI142,,"3780",A,,Povinné předměty IDAW Bc.,,"02/006/0001",,,,
NIDAW22B,"2021",NSWI153,,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0001",,,,
NIDAW22B,"2021",NSWI166,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0001",,,,
NIDAW22B,"2021",NSWI170,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0009",,,,
NIDAW22B,"2021",NSWI177,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0010",,,,
NIDAW22B,"2021",NSWX004,NSWI004,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0015",,,,
NIDAW22B,"2021",NSWX142,NSWI142,"3780",A,,Povinné předměty IDAW Bc.,,"02/006/0001",,,,
NIDAW22B,"2021",NSWX153,NSWI153,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0001",,,,
NIDAW22B,"2021",NSZZ026,NSZZ031,"6232",A,,Bakalářská práce,,"02/001/0001",,,,
NIDAW22B,"2021",NSZZ031,,"6232",A,,Bakalářská práce,,"02/001/0001",,,,
NIDAW22B,"2021",NTIN060,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0007",,,,
NIDAW22B,"2021",NTIN061,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0014",,,,
NIDAW22B,"2021",NTIN071,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0017",,,,
NIDAW22B,"2021",NTIX061,NTIN061,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0014",,,,
NIDAW22B,"2021",NTIX071,NTIN071,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0017",,,,
NIDAW22B,"2021",NTVY014,,"3777",B,4,Tělesná výchova s kurzy,,"02/003/0001",,,,
NIDAW22B,"2021",NTVY015,,"3777",B,4,Tělesná výchova s kurzy,,"02/003/0002",,,,
NIDAW22B,"2021",NTVY016,,"3777",B,4,Tělesná výchova s kurzy,,"02/003/0003",,,,
NIDAW22B,"2021",NTVY017,,"3777",B,4,Tělesná výchova s kurzy,,"02/003/0004",,,,
NIDAW22B,"2021",NTVY018,,"3777",B,4,Tělesná výchova s kurzy,,"02/003/0006",,,,
NIDAW22B,"2021",NTVY019,,"3777",B,4,Tělesná výchova s kurzy,,"02/003/0005",,,,
NIDAW22B,"2022",NAIL062,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0016",,,,
NIDAW22B,"2022",NAIL120,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0002",,,,
NIDAW22B,"2022",NAIL121,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0005",,,,
NIDAW22B,"2022",NAIX062,NAIL062,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0016",,,,
NIDAW22B,"2022",NDBI007,,"3782",B,8,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0005",,,,
NIDAW22B,"2022",NDBI013,,"3782",B,8,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0001",,,,
NIDAW22B,"2022",NDBI025,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0013",,,,
NIDAW22B,"2022",NDBI026,,"3780",A,,Povinné předměty IDAW Bc.,,"02/006/0003",,,,
NIDAW22B,"2022",NDBI037,NSWI166,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0001",,,,
NIDAW22B,"2022",NDBI038,,"3782",B,8,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0004",,,,
NIDAW22B,"2022",NDBI040,,"3780",A,,Povinné předměty IDAW Bc.,,"02/006/0006",,,,
NIDAW22B,"2022",NDBI045,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0007",,,,
NIDAW22B,"2022",NDBI046,,"3780",A,,Povinné předměty IDAW Bc.,,"02/006/0012",,,,
NIDAW22B,"2022",NDBX007,NDBI007,"3782",B,8,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0005",,,,
NIDAW22B,"2022",NDBX025,NDBI025,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0013",,,,
NIDAW22B,"2022",NDBX046,NDBI046,"3780",A,,Povinné předměty IDAW Bc.,,"02/006/0012",,,,
NIDAW22B,"2022",NDMI002,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0005",,,,
NIDAW22B,"2022",NDMI011,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0015",,,,
NIDAW22B,"2022",NDMX011,NDMI011,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0015",,,,
NIDAW22B,"2022",NJAZ091,,"3795",A,,Anglický jazyk,,"02/002/0001",,,,
NIDAW22B,"2022",NMAI054,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0011",,,,
NIDAW22B,"2022",NMAI055,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0017",,,,
NIDAW22B,"2022",NMAI057,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0006",,,,
NIDAW22B,"2022",NMAI058,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0012",,,,
NIDAW22B,"2022",NMAI059,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0018",,,,
NIDAW22B,"2022",NMAX055,NMAI055,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0017",,,,
NIDAW22B,"2022",NMAX059,NMAI059,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0018",,,,
NIDAW22B,"2022",NMTM314,NSZZ031,"6232",A,,Bakalářská práce,,"02/001/0001",,,,
NIDAW22B,"2022",NPFL054,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0003",,,,
NIDAW22B,"2022",NPFL129,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0003",,,,
NIDAW22B,"2022",NPGR002,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0006",,,,
NIDAW22B,"2022",NPGR035,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0009",,,,
NIDAW22B,"2022",NPGR036,,"3783",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0008",,,,
NIDAW22B,"2022",NPRG005,,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0008",,,,
NIDAW22B,"2022",NPRG013,,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0003",,,,
NIDAW22B,"2022",NPRG021,,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0006",,,,
NIDAW22B,"2022",NPRG030,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0002",,,,
NIDAW22B,"2022",NPRG031,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0008",,,,
NIDAW22B,"2022",NPRG035,,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0004",,,,
NIDAW22B,"2022",NPRG036,,"3780",A,,Povinné předměty IDAW Bc.,,"02/006/0009",,,,
NIDAW22B,"2022",NPRG038,,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0007",,,,
NIDAW22B,"2022",NPRG041,,"3781",B,20,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0002",,,,
NIDAW22B,"2022",NPRG045,,"3779",A,,Společné povinné předměty informatika Bc.,,"02/005/0019",,,,
