"PLAN_CODE","PLAN_YEAR","CODE","INTERCHANGEABILITY","BLOC_SUBJECT_CODE","BLOC_TYPE","BLOC_LIMIT","BLOC_NAME_CZ","BLOC_NAME_EN","SEQ","NOTE_CZ","NOTE_EN","BLOC_NOTE_CZ","BLOC_NOTE_EN"
NISP24B,"2024",NTIN071,,"7451",A,,Společné povinné předměty informatika Bc.,,"02/005/0017",,,,
NISP24B,"2024",NTIX061,NTIN061,"7451",A,,Společné povinné předměty informatika Bc.,,"02/005/0014",,,,
NISP24B,"2024",NTIX071,NTIN071,"7451",A,,Společné povinné předměty informatika Bc.,,"02/005/0017",,,,
NISP24B,"2024",NTVY014,,"7449",B,4,Tělesná výchova s kurzy,,"02/003/0001",,,,
NISP24B,"2024",NTVY015,,"7449",B,4,Tělesná výchova s kurzy,,"02/003/0002",,,,
NISP24B,"2024",NTVY016,,"7449",B,4,Tělesná výchova s kurzy,,"02/003/0003",,,,
NISP24B,"2024",NTVY017,,"7449",B,4,Tělesná výchova s kurzy,,"02/003/0004",,,,
NISP24B,"2024",NTVY018,,"7449",B,4,Tělesná výchova s kurzy,,"02/003/0006",,,,
NISP24B,"2024",NTVY019,,"7449",B,4,Tělesná výchova s kurzy,,"02/003/0005",,,,
NISP24B,"2025",NAIL028,,"7456",B,10,Povinně volitelné předměty ISP BC. skupina IV.,,"02/010/0007",,,,
NISP24B,"2025",NAIL062,,"7451",A,,Společné povinné předměty informatika Bc.,,"02/005/0016",,,,
NISP24B,"2025",NAIL120,,"7456",B,10,Povinně volitelné předměty ISP BC. skupina IV.,,"02/010/0006",,,,
NISP24B,"2025",NAIL126,NAIL028,"7456",B,10,Povinně volitelné předměty ISP BC. skupina IV.,,"02/010/0007",,,,
NISP24B,"2025",NAIX062,NAIL062,"7451",A,,Společné povinné předměty informatika Bc.,,"02/005/0016",,,,
NISP24B,"2025",NDBI025,,"7451",A,,Společné povinné předměty informatika Bc.,,"02/005/0013",,,,
NISP24B,"2025",NDBX025,NDBI025,"7451",A,,Společné povinné předměty informatika Bc.,,"02/005/0013",,,,
NISP24B,"2025",NDMI002,,"7451",A,,Společné povinné předměty informatika Bc.,,"02/005/0005",,,,
NISP24B,"2025",NDMI011,,"7451",A,,Společné povinné předměty informatika Bc.,,"02/005/0015",,,,
NISP24B,"2025",NDMI100,,"7452",A,,Povinné předměty specializace ISP Bc.,,"02/006/0009",,,,
NISP24B,"2025",NDMX011,NDMI011,"7451",A,,Společné povinné předměty informatika Bc.,,"02/005/0015",,,,
NISP24B,"2025",NJAZ091,,"7448",A,,Anglický jazyk,,"02/002/0001",,,,
NISP24B,"2025",NMAG351,NSZZ031,"7447",A,,Bakalářská práce,,"02/001/0001",,,,
NISP24B,"2025",NMAI054,,"7451",A,,Společné povinné předměty informatika Bc.,,"02/005/0011",,,,
NISP24B,"2025",NMAI055,,"7456",B,10,Povinně volitelné předměty ISP BC. skupina IV.,,"02/010/0003",,,,
NISP24B,"2025",NMAI057,,"7451",A,,Společné povinné předměty informatika Bc.,,"02/005/0006",,,,
NISP24B,"2025",NMAI058,,"7451",A,,Společné povinné předměty informatika Bc.,,"02/005/0012",,,,
NISP24B,"2025",NMAI059,,"7451",A,,Společné povinné předměty informatika Bc.,,"02/005/0018",,,,
NISP24B,"2025",NMAX055,NMAI055,"7456",B,10,Povinně volitelné předměty ISP BC. skupina IV.,,"02/010/0003",,,,
NISP24B,"2025",NMAX059,NMAI059,"7451",A,,Společné povinné předměty informatika Bc.,,"02/005/0018",,,,
NISP24B,"2025",NMMA351,NSZZ031,"7447",A,,Bakalářská práce,,"02/001/0001",,,,
NISP24B,"2025",NMNM351,NSZZ031,"7447",A,,Bakalářská práce,,"02/001/0001",,,,
NISP24B,"2025",NMSA351,NSZZ031,"7447",A,,Bakalářská práce,,"02/001/0001",,,,
NISP24B,"2025",NMTM314,NSZZ031,"7447",A,,Bakalářská práce,,"02/001/0001",,,,
NISP24B,"2025",NPFL054,NPFL129,"7456",B,10,Povinně volitelné předměty ISP BC. skupina IV.,,"02/010/0005",,,,
NISP24B,"2025",NPFL129,,"7456",B,10,Povinně volitelné předměty ISP BC. skupina IV.,,"02/010/0005",,,,
NISP24B,"2025",NPGR002,,"7456",B,10,Povinně volitelné předměty ISP BC. skupina IV.,,"02/010/0009",,,,
NISP24B,"2025",NPGR003,,"7456",B,10,Povinně volitelné předměty ISP BC. skupina IV.,,"02/010/0010",,,,
NISP24B,"2025",NPGR019,,"7456",B,10,Povinně volitelné předměty ISP BC. skupina IV.,,"02/010/0011",,,,
NISP24B,"2025",NPGR035,,"7456",B,10,Povinně volitelné předměty ISP BC. skupina IV.,,"02/010/0012",,,,
NISP24B,"2025",NPGR036,,"7456",B,10,Povinně volitelné předměty ISP BC. skupina IV.,,"02/010/0013",,,,
NISP24B,"2025",NPGR038,,"7456",B,10,Povinně volitelné předměty ISP BC. skupina IV.,,"02/010/0014",,,,
NISP24B,"2025",NPRG005,,"7456",B,10,Povinně volitelné předměty ISP BC. skupina IV.,,"02/010/0004",,,,
NISP24B,"2025",NPRG013,,"7453",B,5,Povinně volitelné předměty ISP BC. skupina I.,,"02/007/0001",,,,
NISP24B,"2025",NPRG021,,"7454",B,5,Povinně volitelné předměty ISP BC. skupina II.,,"02/008/0001",,,,
NISP24B,"2025",NPRG024,,"7455",B,7,Povinně volitelné předměty ISP BC. skupina III.,,"02/009/0001",,,,
NISP24B,"2025",NPRG030,,"7451",A,,Společné povinné předměty informatika Bc.,,"02/005/0002",,,,
NISP24B,"2025",NPRG031,,"7451",A,,Společné povinné předměty informatika Bc.,,"02/005/0008",,,,
NISP24B,"2025",NPRG035,,"7453",B,5,Povinně volitelné předměty ISP BC. skupina I.,,"02/007/0002",,,,
NISP24B,"2025",NPRG037,,"7456",B,10,Povinně volitelné předměty ISP BC. skupina IV.,,"02/010/0015",,,,
NISP24B,"2025",NPRG038,,"7454",B,5,Povinně volitelné předměty ISP BC. skupina II.,,"02/008/0003",,,,
NISP24B,"2025",NPRG041,,"7452",A,,Povinné předměty specializace ISP Bc.,,"02/006/0002",,,,
NISP24B,"2025",NPRG042,,"7452",A,,Povinné předměty specializace ISP Bc.,,"02/006/0008",,,,
NISP24B,"2025",NPRG043,,"7455",B,7,Povinně volitelné předměty ISP BC. skupina III.,,"02/009/0002",,,,
NISP24B,"2025",NPRG045,,"7451",A,,Společné povinné předměty informatika Bc.,,"02/005/0019",,,,
NISP24B,"2025",NPRG051,,"7454",B,5,Povinně volitelné předměty ISP BC. skupina II.,,"02/008/0005",,,,
NISP24B,"2025",NPRG054,,"7456",B,10,Povinně volitelné předměty ISP BC. skupina IV.,,"02/010/0002",,,,
NISP24B,"2025",NPRG062,,"7451",A,,Společné povinné předměty informatika Bc.,,"02/005/0001",,,,
NISP24B,"2025",NPRX005,NPRG005,"7456",B,10,Povinně volitelné předměty ISP BC. skupina IV.,,"02/010/0004",,,,
NISP24B,"2025",NPRX013,NPRG013,"7453",B,5,Povinně volitelné předměty ISP BC. skupina I.,,"02/007/0001",,,,
NISP24B,"2025",NPRX021,NPRG021,"7454",B,5,Povinně volitelné předměty ISP BC. skupina II.,,"02/008/0001",,,,
NISP24B,"2025",NPRX030,NPRG030,"7451",A,,Společné povinné předměty informatika Bc.,,"02/005/0002",,,,
NISP24B,"2025",NPRX035,NPRG035,"7453",B,5,Povinně volitelné předměty ISP BC. skupina I.,,"02/007/0002",,,,
NISP24B,"2025",NPRX037,NPRG037,"7456",B,10,Povinně volitelné předměty ISP BC. skupina IV.,,"02/010/0015",,,,
NISP24B,"2025",NPRX038,NPRG038,"7454",B,5,Povinně volitelné předměty ISP BC. skupina II.,,"02/008/0003",,,,
NISP24B,"2025",NPRX041,NPRG041,"7452",A,,Povinné předměty specializace ISP Bc.,,"02/006/0002",,,,
NISP24B,"2025",NPRX043,NPRG043,"7455",B,7,Povinně volitelné předměty ISP BC. skupina III.,,"02/009/0002",,,,
NISP24B,"2025",NPRX051,NPRG051,"7454",B,5,Povinně volitelné předměty ISP BC. skupina II.,,"02/008/0005",,,,
NISP24B,"2025",NSWE002,NSWI183,"7452",A,,Povinné předměty specializace ISP Bc.,,"02/006/0007",,,,
NISP24B,"2025",NSWI004,NSWI200,"7452",A,,Povinné předměty specializace ISP Bc.,,"02/006/0001",,,,
NISP24B,"2025",NSWI041,,"7455",B,7,Povinně volitelné předměty ISP BC. skupina III.,,"02/009/0003",,,,
NISP24B,"2025",NSWI054,,"7455",B,7,Povinně volitelné předměty ISP BC. skupina III.,,"02/009/0004",,,,
NISP24B,"2025",NSWI090,,"7452",A,,Povinné předměty specializace ISP Bc.,,"02/006/0004",,,,
NISP24B,"2025",NSWI095,NSWI177,"7451",A,,Společné povinné předměty informatika Bc.,,"02/005/0010",,,,
NISP24B,"2025",NSWI098,,"7452",A,,Povinné předměty specializace ISP Bc.,,"02/006/0005",,,,
NISP24B,"2025",NSWI106,,"7456",B,10,Povinně volitelné předměty ISP BC. skupina IV.,,"02/010/0001",,,,
NISP24B,"2025",NSWI120,,"7451",A,,Společné povinné předměty informatika Bc.,,"02/005/0003",,,,
NISP24B,"2025",NSWI130,,"7455",B,7,Povinně volitelné předměty ISP BC. skupina III.,,"02/009/0005",,,,
NISP24B,"2025",NSWI141,,"7451",A,,Společné povinné předměty informatika Bc.,,"02/005/0004",,,,
NISP24B,"2025",NSWI143,,"7452",A,,Povinné předměty specializace ISP Bc.,,"02/006/0003",,,,
NISP24B,"2025",NSWI154,,"7455",B,7,Povinně volitelné předměty ISP BC. skupina III.,,"02/009/0006",,,,
NISP24B,"2025",NSWI162,NSWI183,"7452",A,,Povinné předměty specializace ISP Bc.,,"02/006/0007",,,,
NISP24B,"2025",NSWI170,,"7451",A,,Společné povinné předměty informatika Bc.,,"02/005/0009",,,,
NISP24B,"2025",NSWI177,,"7451",A,,Společné povinné předměty informatika Bc.,,"02/005/0010",,,,
NISP24B,"2025",NSWI183,,"7452",A,,Povinné předměty specializace ISP Bc.,,"02/006/0007",,,,
NISP24B,"2025",NSWI200,,"7452",A,,Povinné předměty specializace ISP Bc.,,"02/006/0001",,,,
NISP24B,"2025",NSWX004,NSWI200,"7452",A,,Povinné předměty specializace ISP Bc.,,"02/006/0001",,,,
NISP24B,"2025",NSZZ026,NSZZ031,"7447",A,,Bakalářská práce,,"02/001/0001",,,,
NISP24B,"2025",NSZZ031,,"7447",A,,Bakalářská práce,,"02/001/0001",,,,
NISP24B,"2025",NTIN060,,"7451",A,,Společné povinné předměty informatika Bc.,,"02/005/0007",,,,
NISP24B,"2025",NTIN061,,"7451",A,,Společné povinné předměty informatika Bc.,,"02/005/0014",,,,
NISP24B,"2025",NTIN071,,"7451",A,,Společné povinné předměty informatika Bc.,,"02/005/0017",,,,
NISP24B,"2025",NTIX061,NTIN061,"7451",A,,Společné povinné předměty informatika Bc.,,"02/005/0014",,,,
NISP24B,"2025",NTIX071,NTIN071,"7451",A,,Společné povinné předměty informatika Bc.,,"02/005/0017",,,,
NISP24B,"2025",NTVY014,,"7449",B,4,Tělesná výchova s kurzy,,"02/003/0001",,,,
NISP24B,"2025",NTVY015,,"7449",B,4,Tělesná výchova s kurzy,,"02/003/0002",,,,
NISP24B,"2025",NTVY016,,"7449",B,4,Tělesná výchova s kurzy,,"02/003/0003",,,,
NISP24B,"2025",NTVY017,,"7449",B,4,Tělesná výchova s kurzy,,"02/003/0004",,,,
NISP24B,"2025",NTVY018,,"7449",B,4,Tělesná výchova s kurzy,,"02/003/0006",,,,
NISP24B,"2025",NTVY019,,"7449",B,4,Tělesná výchova s kurzy,,"02/003/0005",,,,
NISS20N,"2016",N#IA022,NTIN090,"298",A,10,Společné povinné předměty,,"02/000/0002",,,,
NISS20N,"2016",NAIL094,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0019",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2016",NDBI042,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0021",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2016",NMAI060,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0017",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2016",NPRG014,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0006",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2016",NPRG021,,"299",B,8,Rozšíření bakalářské specializace,,"02/002/0003",,,,
NISS20N,"2016",NPRG038,,"299",B,8,Rozšíření bakalářské specializace,,"02/002/0001",,,,
NISS20N,"2016",NPRG042,,"299",B,8,Rozšíření bakalářské specializace,,"02/002/0008",,,,
NISS20N,"2016",NPRG043,,"299",B,8,Rozšíření bakalářské specializace,,"02/002/0005",,,,
NISS20N,"2016",NPRG051,,"299",B,8,Rozšíření bakalářské specializace,,"02/002/0002",,,,
NISS20N,"2016",NPRG054,,"299",B,8,Rozšíření bakalářské specializace,,"02/002/0006",,,,
NISS20N,"2016",NPRG056,,"299",B,8,Rozšíření bakalářské specializace,,"02/002/0007",,,,
NISS20N,"2016",NPRG058,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0016",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2016",NSWE001,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0022",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2016",NSWI026,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0013",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2016",NSWI035,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0018",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2016",NSWI054,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0020",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2016",NSWI057,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0025",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2016",NSWI071,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0012",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2016",NSWI080,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0008",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2016",NSWI089,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0011",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2016",NSWI098,,"299",B,8,Rozšíření bakalářské specializace,,"02/002/0010",,,,
NISS20N,"2016",NSWI101,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0010",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2016",NSWI106,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0030",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2016",NSWI109,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0007",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2016",NSWI126,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0014",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2016",NSWI131,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0024",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2016",NSWI132,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0002",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2016",NSWI133,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0004",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2016",NSWI143,,"299",B,8,Rozšíření bakalářské specializace,,"02/002/0009",,,,
NISS20N,"2016",NSWI150,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0023",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2016",NSWI151,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0001",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2016",NSWI152,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0026",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2016",NSWI153,,"299",B,8,Rozšíření bakalářské specializace,,"02/002/0004",,,,
NISS20N,"2016",NSWI161,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0015",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2016",NSZZ023,,"303",A,30,Profilující povinné předměty,,"02/001/0001",,,,
NISS20N,"2016",NSZZ024,,"303",A,30,Profilující povinné předměty,,"02/001/0002",,,,
NISS20N,"2016",NSZZ025,,"303",A,30,Profilující povinné předměty,,"02/001/0003",,,,
NISS20N,"2016",NTIN043,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0005",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2016",NTIN066,,"298",A,10,Společné povinné předměty,,"02/000/0001",,,,
NISS20N,"2016",NTIN090,,"298",A,10,Společné povinné předměty,,"02/000/0002",,,,
NISS20N,"2017",N#IA022,NTIN090,"298",A,10,Společné povinné předměty,,"02/000/0002",,,,
NISS20N,"2017",NAIL094,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0019",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2017",NDBI042,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0021",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2017",NMAI060,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0017",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2017",NPRG014,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0006",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2017",NPRG021,,"299",B,8,Rozšíření bakalářské specializace,,"02/002/0003",,,,
NISS20N,"2017",NPRG038,,"299",B,8,Rozšíření bakalářské specializace,,"02/002/0001",,,,
NISS20N,"2017",NPRG042,,"299",B,8,Rozšíření bakalářské specializace,,"02/002/0008",,,,
NISS20N,"2017",NPRG043,,"299",B,8,Rozšíření bakalářské specializace,,"02/002/0005",,,,
NISS20N,"2017",NPRG051,,"299",B,8,Rozšíření bakalářské specializace,,"02/002/0002",,,,
NISS20N,"2017",NPRG054,,"299",B,8,Rozšíření bakalářské specializace,,"02/002/0006",,,,
NISS20N,"2017",NPRG056,,"299",B,8,Rozšíření bakalářské specializace,,"02/002/0007",,,,
NISS20N,"2017",NPRG058,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0016",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2017",NSWE001,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0022",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2017",NSWI026,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0013",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2017",NSWI035,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0018",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2017",NSWI054,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0020",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2017",NSWI057,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0025",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2017",NSWI071,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0012",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2017",NSWI080,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0008",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2017",NSWI089,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0011",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2017",NSWI098,,"299",B,8,Rozšíření bakalářské specializace,,"02/002/0010",,,,
NISS20N,"2017",NSWI101,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0010",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2017",NSWI106,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0030",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2017",NSWI109,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0007",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2017",NSWI126,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0014",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2017",NSWI131,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0024",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2017",NSWI132,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0002",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2017",NSWI133,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0004",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2017",NSWI143,,"299",B,8,Rozšíření bakalářské specializace,,"02/002/0009",,,,
NISS20N,"2017",NSWI150,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0023",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2017",NSWI151,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0001",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2017",NSWI152,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0026",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2017",NSWI153,,"299",B,8,Rozšíření bakalářské specializace,,"02/002/0004",,,,
NISS20N,"2017",NSWI161,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0015",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2017",NSWI164,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0009",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2017",NSZZ023,,"303",A,30,Profilující povinné předměty,,"02/001/0001",,,,
NISS20N,"2017",NSZZ024,,"303",A,30,Profilující povinné předměty,,"02/001/0002",,,,
NISS20N,"2017",NSZZ025,,"303",A,30,Profilující povinné předměty,,"02/001/0003",,,,
NISS20N,"2017",NTIN043,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0005",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2017",NTIN066,,"298",A,10,Společné povinné předměty,,"02/000/0001",,,,
NISS20N,"2017",NTIN090,,"298",A,10,Společné povinné předměty,,"02/000/0002",,,,
NISS20N,"2018",N#IA022,NTIN090,"298",A,10,Společné povinné předměty,,"02/000/0002",,,,
NISS20N,"2018",NAIL094,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0019",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2018",NDBI042,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0021",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2018",NMAI060,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0017",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2018",NPRG014,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0006",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2018",NPRG021,,"299",B,8,Rozšíření bakalářské specializace,,"02/002/0003",,,,
NISS20N,"2018",NPRG038,,"299",B,8,Rozšíření bakalářské specializace,,"02/002/0001",,,,
NISS20N,"2018",NPRG042,,"299",B,8,Rozšíření bakalářské specializace,,"02/002/0008",,,,
NISS20N,"2018",NPRG043,,"299",B,8,Rozšíření bakalářské specializace,,"02/002/0005",,,,
NISS20N,"2018",NPRG051,,"299",B,8,Rozšíření bakalářské specializace,,"02/002/0002",,,,
NISS20N,"2018",NPRG054,,"299",B,8,Rozšíření bakalářské specializace,,"02/002/0006",,,,
NISS20N,"2018",NPRG056,,"299",B,8,Rozšíření bakalářské specializace,,"02/002/0007",,,,
NISS20N,"2018",NPRG058,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0016",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2018",NSWE001,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0022",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2018",NSWI026,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0013",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2018",NSWI035,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0018",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2018",NSWI054,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0020",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2018",NSWI057,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0025",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2018",NSWI071,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0012",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2018",NSWI080,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0008",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2018",NSWI089,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0011",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2018",NSWI098,,"299",B,8,Rozšíření bakalářské specializace,,"02/002/0010",,,,
NISS20N,"2018",NSWI101,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0010",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2018",NSWI106,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0030",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2018",NSWI109,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0007",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2018",NSWI126,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0014",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2018",NSWI131,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0024",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2018",NSWI132,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0002",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
NISS20N,"2018",NSWI133,,"301",B,48,Společné povinně volitelné předměty,,"02/003/0004",,,Do této skupiny patří i předměty ze skupiny Profilující povinně volitelné předměty.,
