"POVINN","REQTYP","REQPOVINN"
NSZZ031,N,NMTM314
NSZZ031,N,NSZZ026
NSZZ031,Z,NMAG351
NSZZ031,Z,NMMA351
NSZZ031,Z,NMNM351
NSZZ031,Z,NMSA351
NSZZ031,Z,NMTM314
NSZZ031,Z,NSZZ026
NMAG431,N,NALG033
NMAG431,Z,NALG033
NMAG434,N,NALG029
NMAG434,Z,NALG029
NMAG435,N,NALG109
NMAG435,Z,NALG109
NMAG442,N,NALG022
NMAG442,Z,NALG022
NMAG444,N,NALG083
NMAG444,Z,NALG083
NMAG450,N,NALG104
NMAG450,Z,NALG104
NMAG466,N,NALG129
NMAG466,Z,NALG129
NMMB434,N,NPGR021
NMMB434,Z,NPGR021
NMMB438,N,NOPT046
NMMB438,Z,NOPT046
NMNV401,N,NRFA017
NMNV401,Z,NRFA017
NMNV402,N,NRFA018
NMNV402,Z,NMNV406
NMNV402,Z,NRFA018
NMNV403,N,NNUM018
NMNV403,Z,NNUM018
NMNV404,K,NMNV403
NMNV404,N,NNUM019
NMNV404,Z,NNUM019
NMNV405,N,NNUM002
NMNV405,N,NNUM015
NMNV405,Z,NNUM002
NMNV405,Z,NNUM015
NMNV407,N,NNUM130
NMNV407,Z,NMNV412
NMNV436,N,NNUM067
NMNV436,Z,NNUM067
NMNV438,Z,NMNV411
NMNV466,N,NNUM213
NMNV466,Z,NNUM213
NMNV540,N,NNUM069
NMNV540,Z,NNUM069
NMNV571,N,NNUM113
NMNV571,Z,NNUM113
NMST450,P,NMSA407
NMST450,Z,NMEK450
NMST450,Z,NMTP450
NMTP434,P,NMSA405
NPRG064,K,NPRG035
NJSF145,N,NJSF068
NJSF145,Z,NJSF068
NJSF146,N,NJSF069
NJSF146,Z,NJSF069
NMAG475,Z,NALG050
NSWI153,N,NSWX153
NSWI153,N,NXXX027
NSWI153,N,NXXX028
NSWI153,N,NXXX029
NSWI153,N,NXXX032
NSWI153,N,NXXX068
NSWI153,Z,NSWX153
NMAI163,N,NALG042
NMAI163,Z,NALG042
NMMA621,N,NDIR240
NMMA621,Z,NDIR240
NMMA622,N,NDIR241
NMMA622,Z,NDIR241
NMMB621,Z,NMIB027
NMMO621,N,NDIR142
NMMO621,Z,NDIR142
NMMO622,N,NDIR143
NMMO622,Z,NDIR143
NMMO623,N,NMOD140
NMMO623,Z,NMOD140
NMMO624,N,NMOD144
NMMO624,Z,NMOD144
NMUG265,N,NMTD203
NMUG265,P,NMUG101
NMUG265,Z,NMTD203
NMUG266,N,NMTD204
NMUG266,P,NMUG101
NMUG266,P,NMUG102
NMUG266,Z,NMTD204
NBCM152,Z,NBCM176
NDFY079,Z,NFUF808
NDFY080,Z,NFUF809
NPRF050,N,NOFY078
NPRF050,Z,NOFY078
NSWI159,Z,NCGD006
NSWI160,N,NCGD003
NSWI160,Z,NCGD003
NPFL114,N,NPFL138
NPFL114,Z,NPFL138
NFPL804,K,NFPL301
NMAG575,N,NLTM003
NMAG575,Z,NLTM003
NMAG576,N,NLTM004
NMAG576,Z,NLTM004
NMFM401,N,NMFP409
NMFM401,Z,NMFP409
NMFM404,N,NMFP406
NMFM404,P,NMSA407
NMFM404,Z,NMFP406
NMFM462,N,NMFP463
NMFM462,Z,NMFP463
NMFP404,K,NMFP403
NMFP404,N,NMST414
NMFP404,N,NMST537
NMFP404,Z,NMST537
NMFP406,N,NMFM404
NMFP406,P,N#ST407
NMFP406,Z,NMFM404
NMFP463,N,NMFM462
NMFP463,Z,NMFM462
NMIN112,K,NMIN111
NMIN112,N,NMTD104
NMIN112,N,NPRG062
NMMB302,K,NMMB301
NMMB302,N,NMIB007
NMMB302,Z,NMIB007
NMMX402,N,NMIB014
NMMX402,N,NMMB402
NMMX402,Z,NMIB014
NMMX402,Z,NMMB402
NMNV541,N,NMOD105
NMNV541,Z,NMOD105
NMNV542,N,NMOD205
NMNV542,Z,NMOD205
NMUM468,P,NMUM405
NMAG332,N,NMAG336
NMAG332,Z,NMAG336
NMIN263,N,NPRM041
NMMA334,N,N#MP125
NMMA334,Z,N#MP125
NMMA361,N,NMAA006
NPED043,N,NPEP501
NPED043,P,NPED033
NPED043,Z,NPEP501
NMAG436,N,NMIB013
NMAG436,Z,NMIB013
NMAG561,K,NMAG460
NMEK432,P,NMSA407
NMMB407,N,NMIB051
NMMB407,Z,NMIB051
NMMB407,Z,NMMB432
NMMB433,N,NPGR020
NMMB433,Z,NPGR020
NMMB437,N,NMIB017
NMMB437,Z,NMIB017
NMMB531,N,NMIB030
NMMB531,Z,NMIB030
NMNV539,N,NNUM010
NMNV539,Z,NNUM010
NMNV562,N,NNUM300
NMNV562,Z,NNUM300
NMTP436,P,NMSA405
NPFL109,N,NPFL133
NPFL109,Z,NPFL133
NMUM410,N,NMTM410
NMUM410,Z,NMTM410
NSZI058,Z,NSZI055
NTIN100,N,NXXX036
NTIN100,N,NXXX037
NMUM602,N,NUMV083
NMUM602,Z,NUMV083
NDIN017,N,NDIN011
NDIN017,Z,NDIN011
NMFM464,N,NMAN004
NMFM464,Z,NMAN004
NMFM613,N,NFAP051
NMFM613,Z,NFAP051
NMMA164,N,NMAA006
NMMA261,P,NMMA101
NMMA261,P,NMMA102
NMMA263,P,NMMA101
NMMA263,P,NMMA102
NMMA263,P,NMMA201
NMAG432,K,NMAG431
NMAG432,N,NALG033
NMAG432,Z,NALG033
NMEK563,P,NMEK511
NMMB402,N,NMIB014
NMMB402,Z,NMIB014
NMMB431,N,NMIB105
NMMB431,Z,NMIB105
NMMB532,N,NMIB009
NMMB532,Z,NMIB009
NMMO594,N,NMOD209
NMST537,N,NMST414
NMST537,Z,NMST414
NAIL116,N,NXXX038
NAIL116,N,NXXX039
NAIL116,N,NXXX040
NAIL116,N,NXXX067
NAIL116,N,NXXX069
NDBX021,N,NDBI021
NDBX021,P,N#XX028
NDBX021,Z,NDBI021
NAIL107,N,NXXX038
NAIL107,N,NXXX039
NAIL107,N,NXXX040
NAIL107,N,NXXX067
NAIL107,N,NXXX069
NMAG568,N,NALG133
NMMA623,Z,NDIR248
NMNV622,Z,NNUM083
NBCM151,Z,NBCM175
NBCM183,N,NBCM035
NBCM183,Z,NBCM035
NDIN016,N,NDIN015
NDIN016,Z,NDIN015
NDIN018,N,NDIN012
NDIN018,Z,NDIN012
NOFX025,N,NOFY025
NOFX025,P,N#XX003
NOFX025,Z,NOFY025
NOFX027,K,NOFY003
NOFX027,N,NOFY027
NOFX027,P,N#XX003
NOFX027,Z,NOFY027
NPFX068,K,NPFL067
NPFX068,N,NPFL068
NPFX068,P,N#XX020
NPFX068,Z,NPFL068
NPGR040,N,NPGR001
NPGR040,Z,NPGR001
NPGX021,N,NPGR021
NPGX021,P,N#XX014
NPGX021,Z,NPGR021
NPRX014,N,NPRG014
NPRX014,Z,NPRG014
NSWI161,P,NSWI004
NJSF113,N,NJSF045
NJSF113,Z,NJSF045
NFPL505,K,NFPL502
NMMB471,Z,NALG050
NMUG410,N,NMTD410
NMUG410,Z,NMTD410
NPRG065,K,NPRG031
NMMA360,N,NMAA006
NDBX007,N,NDBI007
NDBX007,Z,NDBI007
NDBX025,N,NDBI025
NDBX025,P,N#XX038
NDBX025,Z,NDBI025
NDIX011,N,NDIN011
NDIX011,Z,NDIN011
NDIX019,N,NDIN019
NDIX019,Z,NDIN019
NDMX009,N,NDMI009
NDMX009,P,N#XX021
NDMX009,Z,NDMI009
NDMX011,N,NDMA001
NDMX011,N,NDMI011
NDMX011,Z,NDMI011
NDMX012,N,NDMI012
NDMX012,P,N#XX033
NDMX012,Z,NDMI012
NMST705,Z,MC230P58
NBCM163,Z,NBCM175
NBCM164,Z,NBCM176
NMUG405,N,NDGE013
NMUG405,N,NMTD405
NMUG405,Z,NDGE013
NMUG405,Z,NMTD405
NMAX042,N,NMAI042
NMAX042,P,N#XX033
NMAX042,Z,NMAI042
NMAX055,N,NMAI055
NMAX055,Z,NMAI055
NMAX056,K,NMAI054
NMAX056,N,NMAI056
NMAX056,P,N#XX033
NMAX056,Z,NMAI056
NMAX059,N,NMAI059
NMAX059,P,N#XX037
NMAX059,Z,NMAI059
NAFF003,Z,AISE00031
NAFF004,Z,AISE00032
NMMB212,N,NMMB201
NMMB212,Z,NMMB201
NMMB432,Z,NMMB407
NMMB462,N,NMIB010
NMMB462,Z,NMIB010
NMNV535,N,NDIR050
NMNV535,Z,NDIR050
NMNV627,N,NMOD038
NMNV627,Z,NMOD038
NMTD106,N,NMUG106
NMTD106,Z,NMUG106
NAIL115,N,NAIL119
NAIL115,N,NAIX115
NAIL115,Z,NAIL119
NAIL115,Z,NAIX115
NAIL123,N,NCGD011
NAIL123,Z,NCGD011
NAIL124,K,NAIL063
NAIX028,N,NAIL028
NAIX028,P,N#XX013
NAIX028,Z,NAIL028
NAIX062,N,NAIL062
NAIX062,P,N#XX036
NAIX062,Z,NAIL062
NAIX115,N,NAIL115
NAIX115,Z,NAIL115
NBCM175,Z,NBCM151
NBCM175,Z,NBCM163
NBCM176,Z,NBCM152
NBCM176,Z,NBCM164
NBCM178,K,NBCM177
NCGD001,N,NSWI115
NCGD001,Z,NSWI115
NCGD002,N,NCGD012
NCGD002,P,NCGD001
NCGD002,Z,NCGD012
NCGD004,N,NCGD010
NCGD004,Z,NCGD010
NCGD006,Z,NSWI159
NDBI046,N,NDBX046
NDBI046,Z,NDBX046
NDBX046,N,NDBI046
NDBX046,Z,NDBI046
NDMX028,N,NDMI028
NDMX028,P,N#XX019
NDMX028,Z,NDMI028
NDMX073,N,NDMI073
NDMX073,P,N#XX019
NDMX073,Z,NDMI073
NSWI162,N,NSWE002
NSWI162,Z,NSWE002
NSWI162,Z,NSWI183
NBCM172,P,NOFY022
NPRX005,N,NPRG005
NPRX005,P,N#XX038
NPRX005,Z,NPRG005
NPRX013,K,NPRG031
NPRX013,N,NPRG013
NPRX013,P,N#XX041
NPRX013,Z,NPRG013
NPRX021,K,NPRG013
NPRX021,N,NPRG021
NPRX021,P,N#XX035
NPRX021,Z,NPRG021
NPRX035,K,NPRG031
NPRX035,N,NPRG035
NPRX035,P,N#XX041
NPRX035,Z,NPRG035
NPRX036,N,NPRG036
NPRX036,P,N#XX032
NPRX036,Z,NPRG036
NPRX038,K,NPRG035
NPRX038,N,NPRG038
NPRX038,P,N#XX032
NPRX038,Z,NPRG038
NPRX041,N,NPRG041
NPRX041,P,N#IA024
NPRX041,P,N#XX041
NPRX041,Z,NPRG041
NPRX051,K,NPRG041
NPRX051,N,NPRG051
NPRX051,P,N#XX032
NPRX051,Z,NPRG051
NSWX004,N,NSWI004
NSWX004,P,N#XX023
NSWX004,Z,NSWI004
NSWX164,N,NSWI164
NSWX164,Z,NSWI164
NSZB001,Z,NSZZ027
NSZB002,Z,NSZZ027
NSZB003,Z,NSZZ027
NSZB004,Z,NSZZ027
NSZB005,Z,NSZZ027
NSZB006,Z,NSZZ027
NSZB007,Z,NSZZ027
NSZB008,Z,NSZZ027
NSZB009,Z,NSZZ027
NSZB010,Z,NSZZ027
NSZB011,Z,NSZZ027
NSZB012,Z,NSZZ027
NSZB013,Z,NSZZ027
NSZD001,Z,NSZZ016
NSZD002,Z,NSZZ016
NSZD003,Z,NSZZ016
NSZD004,Z,NSZZ016
NSZD005,Z,NSZZ016
NSZD006,Z,NSZZ016
NSZD007,Z,NSZZ016
NSZD008,Z,NSZZ016
NSZD009,Z,NSZZ016
NSZD011,Z,NSZZ016
NSZD012,Z,NSZZ016
NSZD013,Z,NSZZ016
NSZD014,Z,NSZZ016
NSZD015,Z,NSZZ016
NSZD016,Z,NSZZ016
NSZD017,Z,NSZZ016
NSZD018,Z,NSZZ016
NSZD019,Z,NSZZ016
NSZD020,Z,NSZZ016
NSZD021,Z,NSZZ016
NSZD022,Z,NSZZ016
NSZD023,Z,NSZZ016
NSZD024,Z,NSZZ016
NSZD025,Z,NSZZ016
NSZD026,Z,NSZZ016
NSZD027,Z,NSZZ016
NSZD028,Z,NSZZ016
NSZD029,Z,NSZZ016
NSZD030,Z,NSZZ016
NMMB307,N,NMMB305
NMMB307,N,NMMB335
NMMB307,Z,NMMB305
NMMB307,Z,NMMB335
NOFY086,Z,NEVF135
NOFY127,K,NOFY003
NOFY127,N,NOFY027
NOFY127,Z,NOFY027
NPGR033,N,NXXX019
NPGR033,N,NXXX020
NPGR033,N,NXXX021
NPGR038,P,NPRG031
NPGX002,N,NPGR002
NPGX002,P,N#XX022
NPGX002,Z,NPGR002
NPGX010,N,NPGR010
NPGX010,P,N#XX024
NPGX010,Z,NPGR010
NPGX026,N,NPGR026
NPGX026,P,N#XX024
NPGX026,Z,NPGR026
NPRF051,N,NPRF018
NPRF051,Z,NPRF018
NPRG062,K,NPRG030
NPRG062,N,NMIN102
NPRG062,N,NMIN112
NPRG069,N,NPRG023
NPRG069,N,NPRG070
NPRG069,N,NPRG071
NPRG070,N,NPRG023
NPRG070,N,NPRG069
NPRG070,N,NPRG071
NPRG071,N,NPRG023
NPRG071,N,NPRG069
NPRG071,N,NPRG070
NPRG072,K,N#IA025
NPRG072,N,NPRG023
NPRX030,N,NMIN101
NPRX030,N,NMIN102
NPRX030,N,NPRG030
NPRX030,N,NPRM044
NPRX030,N,NPRM045
NPRX030,P,N#XX038
NPRX030,Z,NPRG030
NPRX037,N,NPRG037
NPRX037,P,N#XX013
NPRX037,Z,NPRG037
NPRX043,N,NPRG043
NPRX043,P,N#XX025
NPRX043,Z,NPRG043
NPRX056,N,NPRG056
NPRX056,P,N#XX039
NPRX056,Z,NPRG056
NSWI163,N,NSWE002
NSWI163,Z,NSWE002
NSWI163,Z,NSWI080
NSWX095,N,NSWI095
NSWX095,P,N#XX038
NSWX095,Z,NSWI095
NSWX142,N,NSWI142
NSWX142,P,N#XX011
NSWX142,Z,NSWI142
NSWX153,N,NSWI153
NSWX153,P,N#XX017
NSWX153,Z,NSWI153
NTIN103,N,NXXX007
NTIN103,N,NXXX009
NTIN103,N,NXXX036
NTIN103,N,NXXX037
NTIN104,N,NXXX036
NTIN104,N,NXXX037
NTIX061,N,NTIN061
NTIX061,P,N#XX038
NTIX061,Z,NTIN061
NTIX066,N,NTIN066
NTIX066,Z,NTIN066
NTIX071,N,NTIN071
NTIX071,P,N#XX038
NTIX071,Z,NTIN071
NAIL126,N,NAIL028
NAIL126,Z,NAIL028
NBCM351,P,NOFY127
NOOE132,Z,NFPL122
NPFL122,N,NPFL139
NPFL122,Z,NPFL139
NPFX067,N,NPFL067
NPFX067,P,N#XX020
NPFX067,Z,NPFL067
NPRG067,P,NPRG065
NTIN105,K,NTIN066
NOOE050,P,NOOE046
NMAG333,N,NMAG339
NMAG333,Z,NMAG339
NPFL107,N,NPFL132
NPFL107,Z,NPFL132
NMFM410,N,NMFP537
NMFM410,Z,NMFP537
NMST432,P,NMSA407
NMUG162,N,NMTD108
NMUG162,Z,NMTD108
NMAI073,N,NMAX073
NMAI073,Z,NMAX073
NMAX062,N,NALG026
NMAX062,N,NMAI062
NMAX062,P,N#XX036
NMAX062,Z,NMAI062
NMAX063,K,NMAI062
NMAX063,N,NALG027
NMAX063,N,NMAI063
NMAX063,P,N#XX034
NMAX063,Z,NMAI063
NMAX073,N,NMAI073
NMAX073,Z,NMAI073
NMFM204,N,NMSA336
NMFM204,P,N#MP104
NMFM204,P,NMAG113
NMFM204,Z,NMSA336
NMFM207,N,NMFM331
NMFM207,P,NMFM104
NMFM332,P,NMFM301
NMFM332,P,NMMA341
NMFM334,P,NMFM301
NMFM334,P,NMMA341
NMIN111,N,NMTD103
NMIN111,N,NPRG030
NMIN111,Z,NPRG030
NMMA122,K,NMMA111
NMMA122,N,NMAA072
NMMA122,Z,NMAA072
NMMA204,K,NMMA201
NMMA204,N,NMAA004
NMMA204,N,NMMA202
NMMA204,P,N#MP102
NMMA204,Z,NMAA004
NMMA204,Z,NMMA202
NMMA205,N,N#MP106
NMMA205,N,NMMA203
NMMA205,P,N#MP102
NMMA205,Z,N#MP106
NMMA205,Z,NMMA203
NMMA221,N,NMAA073
NMMA221,P,N#MP103
NMMA221,Z,NMAA073
NMMA336,N,NDIR012
NMMA336,N,NDIR020
NMMA336,N,NMMA333
NMMA336,Z,NDIR012
NMMA336,Z,NDIR020
NMMA336,Z,NMMA333
NMMA339,N,NMMA334
NMMA339,Z,NMMA334
NMMA341,K,NMMA211
NMMA341,N,NMAA074
NMMA341,N,NMMA212
NMMA341,P,NMMA221
NMMA341,Z,NMAA074
NMMA341,Z,NMMA212
NMMA345,N,NMAT039
NMMA345,N,NMMA335
NMMA345,Z,NMAT039
NMMA345,Z,NMMA335
NMMB309,N,NMIB003
NMMB309,N,NMMB204
NMMB309,Z,NMIB003
NMMB332,Z,NMMB301
NMMB335,N,NMMB305
NMMB335,N,NMMB307
NMMB335,Z,NMMB305
NMMB335,Z,NMMB307
NMMB336,K,NMMB335
NMMB336,N,NMMB305
NMMB336,N,NMMB308
NMMB336,Z,NMMB305
NMMB336,Z,NMMB308
NMNV503,N,N#NV503
NMNV503,Z,N#NV503
NMNV544,P,NMNV503
NFPL180,P,NOFY021
NFPL302,K,MS710P03A
NFPL302,Z,MFPL302
NMFY261,N,NFYM003
NMFY261,P,NMFY160
NMIN266,N,NPRM043
NKZK002,Z,NKZK001
NKZK003,Z,NKZK001
NKZK004,Z,NKZK001
NFUF101,N,NUFY080
NFUF101,Z,NUFY080
NFUF401,N,NUFY056
NFUF401,Z,NUFY056
NFUF402,N,NDFY045
NFUF402,Z,NDFY045
NFUF403,N,NDFY043
NFUF403,Z,NDFY043
NFUF406,N,NDFY046
NFUF406,Z,NDFY046
NFUF502,N,NDFY044
NFUF502,Z,NDFY044
NAFY100,N,NAFY028
NAFY100,Z,NAFY028
NAFY101,N,NAFY034
NAFY101,Z,NAFY034
NFUF405,N,NUFY018
NFUF405,Z,NUFY018
NFUF802,N,NUFY122
NFUF802,Z,NUFY122
NFUF805,N,NUFY075
NFUF805,Z,NUFY075
NMAG351,N,NSZZ031
NMAG351,P,N#MP129
NMAG351,P,NMAG212
NMAG351,P,NMAG305
NMAG351,P,NMAG335
NMAG351,Z,NSZZ031
NMFM338,P,NMFM301
NMFM338,P,NMFM311
NMMA351,N,NSZZ031
NMMA351,P,NMAG212
NMMA351,P,NMMA331
NMMA351,P,NMMA336
NMMA351,P,NMMA339
NMMA351,P,NMMA343
NMMA351,Z,NSZZ031
NMMB308,N,NMMB305
NMMB308,N,NMMB336
NMMB308,Z,NMMB305
NMMB308,Z,NMMB336
NMNM351,N,NSZZ031
NMNM351,P,NMAG212
NMNM351,P,NMMA331
NMNM351,P,NMMA336
NMNM351,P,NMMA339
NMNM351,P,NMNM331
NMNM351,P,NMNM334
NMNM351,P,NMNM338
NMNM351,Z,NSZZ031
NMSA351,N,NSZZ031
NMSA351,P,NMMA342
NMSA351,P,NMMA343
NMSA351,P,NMSA331
NMSA351,P,NMSA332
NMSA351,P,NMSA333
NMSA351,P,NMSA334
NMSA351,Z,NSZZ031
NMTD503,N,NMUG503
NMTD503,Z,NMUG503
NMTM405,N,NMUM405
NMTM405,Z,NMUM405
NMTM505,N,NMUM503
NMTM505,Z,NMUM503
NOFY125,N,NOFY025
NOFY125,Z,NOFY025
NOFY141,N,NMAF027
NOFY141,Z,NMAF027
NOFY142,N,NMAF028
NOFY142,Z,NMAF028
NOFY162,N,NMAF062
NOFY162,Z,NMAF062
NOFY163,N,NMAF064
NOFY163,Z,NMAF064
NPFL132,N,NPFL107
NPFL132,Z,NPFL107
NUFY122,Z,NFUF802
NUFY999,N,NUFY099
NUFY999,Z,NUFY099
NSWI169,N,NSWI120
NSWI177,N,NSWI095
NSWI177,Z,NSWI095
NSWX080,N,NSWI080
NSWX080,P,N#XX027
NSWX080,Z,NSWI080
NSWX101,N,NSWI101
NSWX101,P,N#XX027
NSWX101,Z,NSWI101
NSWX126,N,NSWI126
NSWX126,P,N#XX026
NSWX126,Z,NSWI126
NSWX131,N,NSWI131
NSWX131,P,N#XX027
NSWX131,Z,NSWI131
NFUF103,N,NUFY101
NFUF103,Z,NUFY101
NFUF104,N,NUFY119
NFUF104,Z,NUFY119
NFUF105,N,NUFY093
NFUF105,Z,NUFY093
NFUF106,N,NUFY092
NFUF106,Z,NUFY092
NFUF201,N,NUFY102
NFUF201,Z,NUFY102
NFUF202,N,NUFY028
NFUF202,Z,NUFY028
NFUF203,N,NUFY098
NFUF203,Z,NUFY098
NFUF204,N,NUFY100
NFUF204,Z,NUFY100
NFUF205,N,NUFY096
NFUF205,Z,NUFY096
NFUF206,N,NUFY099
NFUF206,Z,NUFY099
NFUF302,N,NUFY094
NFUF302,Z,NUFY094
NFUF303,N,NUFY082
NFUF303,Z,NUFY082
NFUF305,N,NUFY115
NFUF305,Z,NUFY115
NFUF404,N,NDFY032
NFUF404,Z,NDFY032
NFUF407,N,NDFY033
NFUF407,Z,NDFY033
NFUF501,N,NUFY020
NFUF501,Z,NUFY020
NFUF503,N,NUFY023
NFUF503,Z,NUFY023
NGEO110,N,NGEO029
NGEO110,Z,NGEO029
NGEO111,N,NGEO078
NGEO111,Z,NGEO078
NGEO112,N,NGEO005
NGEO112,Z,NGEO005
NMAG111,N,NALG001
NMAG111,N,NMAG101
NMAG111,N,NMAG113
NMAG111,Z,NALG001
NMAG111,Z,NMAG101
NMAG112,K,NMAG111
NMAG112,N,NALG002
NMAG112,N,NMAG102
NMAG112,N,NMAG114
NMAG112,Z,NALG002
NMAG112,Z,NMAG102
NMAG206,P,N#MP101
NMAG206,Z,N#IA027
NMAG211,N,NMAG204
NMAG211,P,N#MP101
NMAG211,P,N#MP102
NMAG211,Z,NMAG204
NMAG212,P,N#MP102
NMAG305,N,NMAG301
NMAG305,Z,NMAG301
NMAG430,N,NMAG472
NMSA211,K,N#MP102
NMTD103,N,NMIN111
NMTD103,N,NMUG103
NMTD103,N,NPRG030
NMTD103,Z,NMIN111
NMTD103,Z,NMUG103
NMTD103,Z,NPRG030
NMTD104,K,NMTD103
NMTD104,N,NMIN112
NMTD104,N,NMUG104
NMTD104,Z,NMIN112
NMTD104,Z,NMUG104
NMTD201,N,NMUG201
NMTD201,Z,NMUG201
NMTD202,N,NMUG202
NMTD202,Z,NMUG202
NMTD203,N,NMUG265
NMTD203,Z,NMUG265
NMTD204,N,NMUG266
NMTD204,Z,NMUG266
NMTD206,N,NMUG303
NMTD206,Z,NMUG303
NMTD301,N,NMUG301
NMTD301,Z,NMUG301
NMTD302,N,NMUG302
NMTD302,Z,NMUG302
NMTD401,N,NMUG401
NMTD401,Z,NMUG401
NMTD402,N,NMUG404
NMTD402,Z,NMUG404
NMTD403,N,NMUG403
NMTD403,Z,NMUG403
NMTD404,N,NMUG406
NMTD404,Z,NMUG406
NMTD405,N,NMUG405
NMTD405,Z,NMUG405
NMTD410,N,NMUG410
NMTD410,Z,NMUG410
NMTD501,N,NMUG501
NMTD501,Z,NMUG501
NMTD511,N,NMUG511
NMTD511,Z,NMUG511
NMTM201,N,NMUM201
NMTM201,Z,NMUM201
NMTM202,N,NMUM202
NMTM202,Z,NMUM202
NMTM203,N,NMUM203
NMTM203,Z,NMUM203
NMTM204,N,NMUM204
NMTM204,Z,NMUM204
NMTM205,N,NMUM205
NMTM205,Z,NMUM205
NMTM206,N,NMUM206
NMTM206,Z,NMUM206
NMTM207,N,NMUM232
NMTM207,Z,NMUM232
NMTM208,N,NMUM208
NMTM208,Z,NMUM208
NMTM305,N,NMUM305
NMTM305,Z,NMUM305
NMTM306,N,NMUM306
NMTM306,Z,NMUM306
NMTM310,N,NMUM310
NMTM310,Z,NMUM310
NMTM401,N,NMUM401
NMTM401,Z,NMUM401
NMTM402,N,NMUM402
NMTM402,Z,NMUM402
NMTM403,N,NMUM403
NMTM403,Z,NMUM403
NMTM404,K,NMTM403
NMTM404,N,NMUM404
NMTM404,Z,NMUM404
NMTM410,N,NMUM410
NMTM410,Z,NMUM410
NMTM501,N,NMUM501
NMTM501,Z,NMUM501
NMTM503,N,NMUM505
NMTM503,Z,NMUM505
NMTM511,N,NMUM511
NMTM511,Z,NMUM511
NOFY126,N,NOFX026
NOFY126,N,NOFY026
NOFY126,Z,NOFX026
NOFY126,Z,NOFY026
NOFY130,N,NOFY030
NOFY130,Z,NOFY030
NOFY151,N,NMAF051
NOFY151,Z,NMAF051
NOFY152,N,NMAF052
NOFY152,Z,NMAF052
NOFY161,N,NMAF061
NOFY161,Z,NMAF061
NOPX042,N,NOPT042
NOPX042,P,N#XX018
NOPX042,Z,NOPT042
NOPX046,N,NOPT046
NOPX046,P,N#XX033
NOPX046,Z,NOPT046
NOPX048,N,NOPT048
NOPX048,P,N#XX036
NOPX048,Z,NOPT048
NPEP401,N,NMUM805
NPEP401,N,NPED034
NPEP401,N,NPEP901
NPEP401,Z,NPED034
NPEP402,N,NMUM806
NPEP402,N,NPED035
NPEP402,N,NPEP902
NPEP402,Z,NPED035
NPEP403,N,NMUM807
NPEP403,N,NPED033
NPEP403,N,NPEP903
NPEP403,Z,NPED033
NPEP501,N,NPED043
NPEP501,Z,NPED043
NPEP602,N,NUFY087
NPEP602,N,NUFY105
NPEP602,Z,NUFY105
NPEP604,N,NUFY087
NPEP604,N,NUFY106
NPEP604,Z,NUFY106
NPEP901,N,NMUM805
NPEP901,N,NPED034
NPEP901,N,NPEP401
NPEP901,Z,NPEP401
NPEP902,N,NMUM806
NPEP902,N,NPED035
NPEP902,N,NPEP402
NPEP902,Z,NPEP402
NPEP903,N,NMUM807
NPEP903,N,NPED033
NPEP903,N,NPEP403
NPEP903,Z,NPEP403
NPFL128,N,NPFL096
NPFL128,Z,NPFL096
NPFL129,N,NPFL054
NPFL129,Z,NPFL054
NPFX099,N,NPFL099
NPFX099,P,N#XX009
NPFX099,Z,NPFL099
NPFX104,N,NPFL104
NPFX104,P,N#XX020
NPFX104,Z,NPFL104
NSWI166,N,NDBI037
NSWI166,Z,NDBI037
NPEP904,N,NPEP401
NPEP904,N,NPEP402
NPEP904,N,NPEP901
NPEP904,N,NPEP902
NPEP904,Z,NPEP401
NPEP904,Z,NPEP402
NPEP904,Z,NPEP901
NPEP904,Z,NPEP902
NMNM338,N,NMMA334
NMNM338,Z,NMMA334
NMTM103,N,NMUM103
NMTM103,Z,NMUM103
NMTM104,N,NMUM104
NMTM104,Z,NMUM104
NMTM105,N,NMUM105
NMTM105,Z,NMUM105
NMTM161,N,NMUM161
NMTM161,Z,NMUM161
NMTM162,N,NMUM162
NMTM162,Z,NMUM162
NMTM262,P,NMTM101
NMTM262,P,NMTM102
NMTM301,N,NMUM301
NMTM301,Z,NMUM301
NMTM303,N,NMUM303
NMTM303,Z,NMUM303
NMTM331,N,NMUM331
NMTM331,Z,NMUM331
NMTM332,N,NMUM332
NMTM332,Z,NMUM332
NMAF064,N,NOFY163
NMAF064,Z,NOFY163
NMAG336,N,NMAG332
NMAG336,Z,NMAG332
NMAG339,N,NMAG333
NMAG339,Z,NMAG333
NMEX010,N,NMET010
NMEX010,P,NXXX003
NMEX010,Z,NMET010
NMFM311,P,NMFM202
NMFM336,P,NMFM301
NMFM336,P,NMFM308
NMMB334,N,NMMB303
NMMB334,Z,NMMB303
NMMB337,N,NMIB004
NMMB337,Z,NMIB004
NMMO302,N,NMMA331
NMTD102,N,NMUG102
NMTD102,Z,NMUG102
NMTD305,N,NMUG305
NMTD305,Z,NMUG305
NMTD310,N,NMUG310
NMTD310,Z,NMUG310
NMTM101,N,NMUM101
NMTM101,Z,NMUM101
NMTM102,N,NMUM102
NMTM102,Z,NMUM102
NMTM106,N,NMUM106
NMTM106,Z,NMUM106
NMTM307,N,NMUM307
NMTM307,Z,NMUM307
NMTM314,N,NSZZ031
NMTM314,Z,NSZZ031
NOFX026,N,NOFY026
NOFX026,P,N#XX004
