"KOD","USTAV","FAKULTA","PRIJMENI","JMENO","TITULPRED","TITULZA"
"12178","32-KPMS","11320",Pawlas,Zbyněk,doc. RNDr.,Ph.D.
"12432","32-UCJF","11320",Kvasil,Jan,prof. RNDr.,DrSc.
"11073","32-KFA","11320",Kyselý,Jan,doc. RNDr.,Ph.D.
"13027","32-KSI","11320",Zavoral,Filip,RNDr.,Ph.D.
"22435","32-KSI","11320",Čermák,Miroslav,RNDr.,
"20597","32-UMCHAV","11320",Stejskal,Jaroslav,RNDr.,CSc.
"20879","32-KNM","11320",Kubínová,Marie,RNDr.,
"23732","32-KDM","11320",Roskovec,Tomáš,RNDr.,Ph.D.
"12367","32-KFPP","11320",Wild,Jan,doc. RNDr.,CSc.
"13665","32-UCJF","11320",Pěč,Viktor,Mgr.,Ph.D.
"13654","32-UFAL","11320",Mareček,David,RNDr.,Ph.D.
"11576","32-KPMS","11320",Hlubinka,Daniel,doc. RNDr.,Ph.D.
"11892","32-KFNT","11320",Kouřil,Karel,Mgr.,Ph.D.
"11276","32-KMF","11320",Krakovský,Ivan,doc. RNDr.,CSc.
"11745","32-KFNT","11320",Sedlák,Bedřich,prof. RNDr.,DrSc.
"11345","32-KPMS","11320",Lachout,Petr,doc. RNDr.,CSc.
"11244","32-KTV","11320",Blahušová,Eva,doc. PhDr.,CSc.
"20479","32-KPMS","11320",Mertl,Jakub,Mgr. Ing.,Ph.D.
"15011","32-KCHFO","11320",Roeselová,Martina,RNDr.,Ph.D.
"77175","32-FUUK","11320",Havlas,Zdeněk,RNDr.,DrSc.
"97812","32-FUUK","11320",Fišer,Radovan,doc. RNDr.,Ph.D.
"10858","32-KG","11320",Petrovský,Eduard,RNDr.,CSc.
"12968","32-PRFUK","11320",Fischer,Tomáš,prof. RNDr.,Ph.D.
"11441","32-FUUK","11320",Štěpánek,Josef,prof. RNDr.,CSc.
"12960","32-KFA","11320",Ždímal,Vladimír,Dr. Ing.,
"12535","32-KNM","11320",Bejček,Michal,RNDr.,Ph.D.
"13277","32-UFAL","11320",Cinková,Silvie,Mgr.,Ph.D.
"11189","32-PRFUK","11320",Fišer,Jiří,doc. RNDr.,CSc.
"13359","32-KFA","11320",Huszár,Peter,doc. Mgr.,Ph.D.
"22915","32-KA","11320",Frisová,Andrea,Mgr.,
"25982","32-KTIML","11320",Babka,Martin,RNDr.,
"68803","32-PRFUK","11320",Martínek,Václav,doc. RNDr.,Ph.D.
"52184","32-FUUK","11320",Váchová,Libuše,RNDr.,CSc.
"11212","32-FUUK","11320",Kočišová,Eva,RNDr.,Ph.D.
"11225","32-KG","11320",Novotný,Oldřich,doc. RNDr.,CSc.
"13632","32-KPMS","11320",Chochola,Ondřej,RNDr.,Ph.D.
"13642","32-KPMS","11320",Jurczyk,Tomáš,Mgr.,Ph.D.
"12789","32-KCHFO","11320",Schmoranzerová,Eva,RNDr.,Ph.D.
"12720","32-MUUK","11320",Šmíd,Dalibor,Mgr.,Ph.D.
"28348","32-KG","11320",Eisner,Leo,Mgr.,Ph.D.
"52095","32-UMCHAV","11320",Pientka,Zbyněk,RNDr.,CSc.
"43970","32-#EXT","11320",Hašek,Jiří,Ing.,CSc.
"12625","32-KTIML","11320",Bulánek,Jan,RNDr.,Ph.D.
"12631","32-KPMS","11320",Komárek,Arnošt,prof. RNDr.,Ph.D.
"12740","32-KNM","11320",Vlasák,Miloslav,RNDr.,Ph.D.
"11733","32-KFNT","11320",Finger,Michael,,"M.Sc., CSc."
"13501","32-KA","11320",Pospíšil,David,RNDr.,Ph.D.
"12837","32-KFKL","11320",Horák,Lukáš,Mgr.,Ph.D.
"10833","32-KA","11320",Rosendorf,Dan,Mgr.,
"11954","32-KDM","11320",Vondrová,Naďa,prof. RNDr.,Ph.D.
"37718","32-UFAL","11320",Michlíková,Vendula,Mgr.,
"37101","32-KMF","11320",Odenbach,Stefan,Prof. Dr. rer. nat. habil.,
"38358","32-#EXT","11320",Ferguson,Andrew,Dr.,
"38520","32-#EXT","11320",Cristobal,Gabriel,Dr.,
"19441","32-KSI","11320",Klímek,Jakub,doc. RNDr.,Ph.D.
"37635","32-UCJF","11320",Kolešová,Helena,Ing.,
"38597","32-#EXT","11320",Kissling,Eduard,Prof. Dr.,
"37194","32-KPMS","11320",Pavelková,Lenka,Ing.,Ph.D.
"40042","32-UFAL","11320",Čmejrek,Martin,RNDr.,Ph.D.
"22728","32-KFKL","11320",Novák,Petr,RNDr.,CSc.
"40105","32-#EXT","11320",Červený,Leoš,Ing.,
"52178","32-VSCHT","11320",Sedmidubský,David,prof. Dr. Ing.,
"39870","32-#EXT","11320",Pashkin,Alexei,Mgr.,Ph.D.
"36303","32-#EXT","11320",Samuely,Peter,prof. RNDr.,DrSc.
"39635","32-KFPP","11320",Janisova,Larysa,Mgr.,Ph.D.
"12478","32-KFNT","11320",Kohout,Jaroslav,doc. Mgr.,Dr.
"38169","32-#EXT","11320",Šimek,Martin,Ing.,
"38170","32-MUUK","11320",Klika,Václav,doc. Ing.,Ph.D.
"38516","32-KAM","11320",Eliáš,Marek,Mgr.,
"40124","32-#EXT","11320",Otto,Friedrich,Prof. Dr.,
"52108","32-UHK","11320",Půlpán,Zdeněk,,CSc.
"10742","32-KCHFO","11320",Hobza,Pavel,prof. Ing.,DrSc.
"36294","32-UCJF","11320",Tomášik,Boris,Mgr.,Ph.D.
"38365","32-KPMS","11320",Petrová,Barbora,RNDr. Ing.,Ph.D.
"10899","32-KA","11320",Kala,Vítězslav,doc. Mgr.,Ph.D.
"14181","32-CVUT","11320",Volec,Jan,Mgr.,Ph.D.
"39497","32-FUUK","11320",Menšík,Miroslav,Mgr.,
"38016","32-UCJF","11320",Ohera,Stanislav,,
"38017","32-UCJF","11320",Látal,František,,
"38020","32-UCJF","11320",Novotný,Jan,,
"38023","32-UCJF","11320",Smolek,Jan,,
"11131","32-KVOF","11320",Lipták,Jan,RNDr.,CSc.
"38208","32-KMF","11320",Shelemin,Artem,,Ph.D.
"38214","32-KFM","11320",Zháňal,Pavel,RNDr.,Ph.D.
"38218","32-FUUK","11320",Rejhon,Martin,RNDr.,Ph.D.
"38219","32-KCHFO","11320",Šimsa,Daniel,RNDr.,Ph.D.
"38228","32-UFAL","11320",Barančíková,Petra,Mgr.,
"35911","32-KDM","11320",Musil,Vít,RNDr.,Ph.D.
"55125","32-UFAL","11320",Cvrček,Václav,prof. Mgr.,Ph.D.
"11047","32-UTF","11320",Pravda,Vojtěch,Mgr.,Ph.D.
"25549","32-KFA","11320",Kozubek,Michal,RNDr. Mgr.,Ph.D.
"10966","32-KSI","11320",Ježek,Karel,doc. Ing.,CSc.
"23110","32-KDSS","11320",Svozil,Daniel,prof. Mgr.,Ph.D.
"35918","32-#EXT","11320",Róžaňska,Agata,dr. hab.,
"25981","32-KTIML","11320",Bardiovský,Vojtech,Mgr.,
"52180","32-GFUAV","11320",Šafanda,Jan,RNDr.,CSc.
"38328","32-#EXT","11320",Víglaský,Viktor,doc. RNDr.,Ph.D.
"39345","32-FZUAV","11320",Šittner,Petr,RNDr.,CSc.
"39346","32-UJFAV","11320",Vacík,Jiří,,
"36172","32-#EXT","11320",Soumarová,Lenka,,
"37253","32-KPMS","11320",Lendacký,Peter,Ing.,
"20600","32-UCJF","11320",Červenkov,Daniel,RNDr.,Ph.D.
"36265","32-MUUK","11320",Horný,Lukáš,,
"38252","32-UMCHAV","11320",Rypáček,František,RNDr.,CSc.
"26669","32-KSI","11320",Pavlíček,Josef,Ing.,Ph.D.
"35934","32-#EXT","11320",Stefanelli,Ulisse,prof.,
"37987","32-KA","11320",Lisý,Viliam,Mgr.,
"37111","32-#EXT","11320",Schmidt,Jiří,Mgr.,
"37637","32-#EXT","11320",Baumgardt,Holger,Dr.,
"40402","32-#EXT","11320",Bourgeois,Sylvie,Dr.,
"35917","32-KPMS","11320",Novák,Petr,Mgr.,Ph.D.
"23022","32-KFM","11320",Šmilauerová,Jana,RNDr.,Ph.D.
"38575","32-FUUK","11320",Malý,Pavel,RNDr.,Ph.D.
"41412","32-KSI","11320",Brabec,Michal,RNDr.,Ph.D.
"41808","32-KA","11320",Kobrle,Tomáš,Mgr.,
"43741","32-UCJF","11320",Slovák,Radim,Mgr.,Ph.D.
"58940","32-KTV","11320",Kovaříková,Klára,Mgr.,Ph.D.
"52051","32-GFUAV","11320",Bochníček,Josef,Ing.,CSc.
"41742","32-#EXT","11320",Maass,Philipp,Prof.,
"43168","32-KFKL","11320",Cejpek,Petr,RNDr.,Ph.D.
"43594","32-KSI","11320",Maršík,Ladislav,RNDr.,Ph.D.
"43919","32-#EXT","11320",Balducci,Gabriele,prof.,
"41300","32-#EXT","11320",Kohlhase,Michael,Prof. Dr.,
"42400","32-UCJF","11320",Novotný,Vladimír,RNDr.,Ph.D.
"41190","32-#EXT","11320",Gruhn,Volker,Prof. Dr.,
"41191","32-ZCU","11320",Steinberger,Josef,Ing.,Ph.D.
"43520","32-AUUK","11320",Hyklová,Petra,RNDr.,Ph.D.
"43615","32-#EXT","11320",Brandts,Jan,prof.,
"41643","32-KSVI","11320",Obrázek,Václav,Mgr.,
"41644","32-KSVI","11320",Štumpf,Ondřej,RNDr.,
"42072","32-MUNI","11320",Müller,Tomáš,RNDr. Ing.,Ph.D.
"42073","32-CVUT","11320",Kubalík,Jiří,Ing. et Ing.,Ph.D. et Ph.D.
"43906","32-KVOF","11320",Kodetová,Veronika,RNDr.,Ph.D.
"44040","32-VCHA","11320",Otčenášek,Zdeněk,Ing.,Ph.D.
"44006","32-AUUK","11320",Shrbený,Lukáš,Mgr.,Ph.D.
"43898","32-STUD","11320",Štekl,Ivan,doc. Ing.,CSc.
"42508","32-KA","11320",Jakl,Tomáš,RNDr.,Ph.D.
"44354","32-#EXT","11320",Lauret,Jean-Sebastien,prof.,
"41688","32-#EXT","11320",Kullmann,Oliver,Prof. dr.,
"43652","32-KSVI","11320",Stárková,Tereza,Mgr.,
"43653","32-KSI","11320",Sixtová,Ivana,Mgr.,
"44353","32-KAM","11320",Rutter,Ignaz,Dr.,Dr.
"43405","32-MUUK","11320",Pranić,Miroslav,Dr.,Dr.
"43424","32-KDSS","11320",Vinárek,Jiří,Mgr.,
"41797","32-KA","11320",Sýkora,Jiří,Mgr.,
"43421","32-ZCU","11320",Ježek,Kamil,Ing.,Ph.D.
"44348","32-KAM","11320",Zeman,Peter,Mgr.,Ph.D.
"44349","32-KSI","11320",Blažek,Adam,Mgr.,
"40505","32-KSVI","11320",Kolek,Lukáš,Mgr.,Ph.D.
"40508","32-KTV","11320",Syrový,Michael,,
"47414","32-OVZS","11320",Fejfar,Antonín,RNDr.,CSc.
"42256","32-#EXT","11320",Loukes-Gerakopoulos,Georgios,Dr.,
"43686","32-FUUK","11320",Vokoun,David,Ing.,CSc.
"41683","32-#EXT","11320",Bánó,Gregor,Mgr.,Ph.D.
"44334","32-IUUK","11320",Král,Karel,Mgr.,Ph.D.
"41531","32-KDM","11320",Kovářová,Tereza,Mgr.,
"43430","32-KPMS","11320",Kladívko,Kamil,Ing.,
"40981","32-#EXT","11320",Smyth,William F.,Prof.,Ph.D.
"44050","32-KDSS","11320",Muradyan,Andranik,Mgr.,B.Eng.
"44340","32-KAM","11320",Tesař,Karel,Mgr.,
"43111","32-KMA","11320",Slavík,Jakub,Mgr.,Ph.D.
"43565","32-KPMS","11320",Koubek,Antonín,Mgr.,
"11042","32-KFKL","11320",Andreev,Alexander,prof.,DrSc.
"43348","32-KFPP","11320",Pitňa,Alexander,Mgr.,Ph.D.
"67322","32-FUUK","11320",Sieger,Ladislav,,
"44135","32-KFKL","11320",Kratochvílová,Marie,,
"42218","32-#EXT","11320",Hájková,Vladimíra,,
"43439","32-KG","11320",Patočka,Vojtěch,RNDr.,Ph.D.
"42440","32-#EXT","11320",Mäler,Lena,prof.,
"70795","32-KA","11320",Noguera,Carles,,Ph.D.
"81913","32-KFA","11320",Kyznarová,Hana,RNDr.,Ph.D.
"41317","32-KCHFO","11320",Bína,David,RNDr.,Ph.D.
"43667","32-KMA","11320",Lechner,Jindřich,Mgr.,
"44027","32-KAM","11320",Garajová,Elif,Mgr.,Ph.D.
"44032","32-KSI","11320",Čech,Přemysl,RNDr.,Ph.D.
"54016","32-UCJF","11320",Dvořák,Martin,Mgr.,Ph.D.
"43467","32-KTIML","11320",Křen,Tomáš,Mgr.,
"41716","32-KFM","11320",Bartha,Kristina,RNDr.,Ph.D.
"52054","32-#EXT","11320",Clark,Tim,prof.,Dr.
"42106","32-KA","11320",Kálnai,Peter,Mgr.,Ph.D.
"42420","32-#EXT","11320",Palenzuela,Carlos,,PhD
"43631","32-KDSS","11320",Steinhauser,Antonín,RNDr. JUDr.,Ph.D.
"43320","32-KSVI","11320",Kahoun,Martin,Mgr.,
"41530","32-#EXT","11320",Grossmann,Georg,Dr.,
"41536","32-#EXT","11320",Collard,Martine,prof.,
"41770","32-KFA","11320",Nosek,Štěpán,Ing.,Ph.D.
"41772","32-KFA","11320",Bednář,Hynek,Mgr.,Ph.D.
"44077","32-IUUK","11320",Vondrášek,Jiří,prof. RNDr.,CSc.
"40525","32-#EXT","11320",Nahnsen,Sven,Dr.,Ph.D.
"40785","32-KPMS","11320",Stibůrek,David,Mgr.,
"41209","32-#EXT","11320",Schoenauer,Marc,Prof.,
"43156","32-#EXT","11320",Speck,Thomas,Dr.,
"41078","32-#EXT","11320",Flandoli,Franco,,
"41079","32-#EXT","11320",Perthame,Benoit,,
"41431","32-#EXT","11320",Carlson,Jan,Prof.,
"41768","32-#EXT","11320",Hladký,Filip,Bc.,
"42258","32-UCJF","11320",Nosek,Tomáš,RNDr. Mgr.,Ph.D.
"46119","32-KFNT","11320",Vinen,William Frank,Prof.,FRS
"48981","32-UCJF","11320",Švadlenková,Marie,Ing.,CSc.
"47866","32-#EXT","11320",McCluskey,Thomas Leo,prof.,
"52181","32-#EXT","11320",Šebestík,Jan,prof.,
"49966","32-KPMS","11320",Večeřová,Šárka,Mgr.,
"45218","32-#EXT","11320",Stangl,Julian,prof. Dr.,
"48531","32-UTF","11320",Törmä,Päivi,Prof.,
"45622","32-KFNT","11320",Laguta,Valentyn,,DrSc.
"50662","32-KSI","11320",Novotný,Jiří,RNDr.,
"48527","32-UFAL","11320",Variš,Dušan,Mgr.,Ph.D.
"48652","32-KSI","11320",Malý,Petr,Mgr.,
"51063","32-KSI","11320",Kamenický,Jan,,
"51135","32-#EXT","11320",Royon,Christophe,dr.,
"47246","32-KA","11320",Olšák,Miroslav,Mgr.,Ph.D.
"47433","32-MUAV","11320",Balcar,Bohuslav,RNDr.,DrSc.
"47505","32-UTAV","11320",Jonáš,Pavel,RNDr.,DrSc.
"51059","32-KFKL","11320",Kadlec,Christelle,Ing.,Dr.
"46857","32-#EXT","11320",Kwiatek,Grzegorz,Dr.,
"10934","32-ZCU","11320",Holeček,Miroslav,doc. Dr. RNDr.,
"51781","32-KSI","11320",Zoubek,Bohumír,,
"51880","32-KNM","11320",Živčáková,Andrea,RNDr.,
"51904","32-IUUK","11320",Felsner,Stefan,Prof.,
"71264","32-FUUK","11320",Heyda,Jan,RNDr.,Ph.D.
"52017","32-#EXT","11320",Mihálik,Marián,RNDr.,CSc.
"52113","32-MUUK","11320",Púček,Roland,Mgr.,
"45602","32-KTIML","11320",Čermák,Petr,Doc. Ing.,Ph.D.
"48915","32-IUUK","11320",Hušek,Radek,RNDr.,Ph.D.
"48935","32-KMA","11320",Schwarzacher,Sebastian,doc.,Dr.
"47372","32-MUNI","11320",Matula,Pavel,doc. RNDr.,
"51442","32-#EXT","11320",Jergel,Matej,Ing.,DrSc.
"51459","32-KSVI","11320",Jacková,Jana,Ing.,PhD.
"51532","32-KTIML","11320",Kulich,Miroslav,RNDr.,Ph.D.
"51569","32-#EXT","11320",Currie,James,prof.,
"51570","32-FJFI","11320",Masáková,Zuzana,prof. Ing.,Ph.D.
"45879","32-VSE","11320",Arlt,Josef,prof. Ing.,CSc.
"52336","32-#EXT","11320",Janiuk,Agnieszka,prof.,
"52366","32-#EXT","11320",Chaudhuri,Parag,Prof.,
"52368","32-ZCU","11320",Váša,Libor,doc. Ing.,Ph.D.
"52377","32-#EXT","11320",Soria,Javier,Prof.,
"52378","32-#EXT","11320",Barza,Sorina,Prof.,
"52448","32-#EXT","11320",Seinturier,Lionel,Prof.,
"52460","32-#EXT","11320",Bárány,Imre,,
"52597","32-#EXT","11320",Petriska,Martin,Ing.,Ph.D.
"48938","32-KA","11320",Pinsker,Michael,,dipl. ing.
"51758","32-ZCU","11320",Rollová,Edita,RNDr.,Ph.D.
"47731","32-CIS","11320",Somol,Petr,RNDr. Mgr.,Ph.D.
"49949","32-#EXT","11320",Chopovsky,A.,Dr.,
"49950","32-UCJF","11320",Budař,Jan,,
"49951","32-UCJF","11320",Nezhybová,Ludmila,,
"50002","32-KA","11320",Göloglu,Faruk,doc.,Dr. rer. nat.
"47700","32-#EXT","11320",Manfait,Michel,prof.,
"48268","32-#EXT","11320",Isnard,Olivier,prof.,
"48269","32-#EXT","11320",Honda,Fuminori,Dr.,
"53179","32-MUUK","11320",Neusser,Katharina,,Ph.D.
"53180","32-UFAL","11320",Vidra,Jonáš,Mgr.,
"44728","32-KPMS","11320",Pelikán,Emil,prof. Ing.,CSc.
"21883","32-KA","11320",Cintula,Petr,doc. Ing.,Ph.D.
"46368","32-KA","11320",Krásenský,Jakub,Ing.,Ph.D.
"52152","32-#EXT","11320",Sokol,Alois,RNDr.,Ph.D.
"53380","32-KPMS","11320",Kagan,Abram,,
"47281","32-#EXT","11320",Plane,John,prof.,
"48315","32-#EXT","11320",Solzi,Massimo,prof.,
"52096","32-#EXT","11320",Bozza,Valerio,,Dr.
"52429","32-#EXT","11320",Donovan,Diane,,
"52433","32-#EXT","11320",Lindner,Charles Curtis,,
"52436","32-#EXT","11320",Döbel,Björn,Dr.,
"45917","32-UTF","11320",Hinterleitner,Franz,doc.,Ph.D.
"46331","32-#EXT","11320",Ihalainen,Janne,prof.,
"47287","32-OPMK","11320",Bekrová,Martina,Mgr.,
"31851","32-UFCHAV","11320",Janda,Pavel,Ing.,CSc.
"52110","32-MUUK","11320",Rohan,Eduard,prof. Dr. Ing.,DSc.
"53743","32-KDM","11320",Vančura,Jiří,RNDr.,Ph.D.
"48956","32-KMA","11320",Bartoš,Adam,RNDr.,Ph.D.
"53855","32-KFKL","11320",Vlášková,Kristina,Mgr.,Ph.D.
"53860","32-KDF","11320",Mašek,Petr,Mgr.,
"92142","32-FUUK","11320",Pospíšil,Pavel,doc. RNDr.,Ph.D.
"47117","32-MUUK","11320",Vysoký,Jan,,
"47719","32-KFKL","11320",Šebesta,Jakub,Mgr.,Ph.D.
"44999","32-KFNT","11320",Pajuelo,Dita,Mgr.,Ph.D.
"45002","32-KFNT","11320",Jírů,Filip,Mgr.,Ph.D.
"47532","32-KAM","11320",Čoupková,Evženie,Mgr.,
"47533","32-KAM","11320",Kaluža,Vojtěch,Mgr.,Ph.D.
"53828","32-#EXT","11320",Blagojevic,Pavle,Prof.,
"49509","32-#EXT","11320",Ricard,Yanick,prof.,
"49510","32-#EXT","11320",Hussmann,Hauke,Dr.,
"49533","32-KTIML","11320",Mička,Ondřej,Mgr.,
"62004","32-KPMS","11320",Palanský,Miroslav,PhDr.,Ph.D.
"51149","32-KFM","11320",Zemková,Mária,Mgr.,
"51151","32-MUUK","11320",Nárožný,Jiří,Mgr.,
"90557","32-KDSS","11320",Spiwok,Vojtěch,doc. Ing.,Ph.D.
"49963","32-KTIML","11320",Hamann,Heiko,,
"47215","32-UTF","11320",Kubizňák,David,prof. Mgr.,Ph.D.
"52203","32-OVVP","11320",Láznička,Michal,Mgr.,Ph.D.
"52047","32-FEL","11320",Bartík,Vojtěch,,
"50360","32-KA","11320",Daemen,Joan,,
"50557","32-UMCHAV","11320",Zima,Vítězslav,doc. Ing.,"CSc., DSc."
"46139","32-KFNT","11320",Ondráček,M.,Mgr.,Ph.D.
"48101","32-#EXT","11320",Prešnajder,Peter,Prof. RNDr.,DrSc.
"44606","32-#EXT","11320",Schwanda,Christoph,Doz. DI Dr.,
"45059","32-KFKL","11320",Wagenknecht,David,RNDr.,Ph.D.
"45061","32-KSVI","11320",Vévoda,Petr,RNDr.,Ph.D.
"51226","32-FUUK","11320",Kloz,Miroslav,Mgr.,
"51227","32-FUUK","11320",Košťál,Lubomír,Mgr.,Ph.D.
"51228","32-FUUK","11320",Pánek,Josef,Ing.,Ph.D.
"45044","32-#EXT","11320",Szöcs,Vojtech,RNDr.,CSc.
"47725","32-KMA","11320",Zindulka,Ondřej,doc. RNDr.,CSc.
"50837","32-KPMS","11320",Dufek,Jaroslav,Mgr.,
"51372","32-#EXT","11320",Sciacovelli,Adriano,prof.,
"51757","32-#EXT","11320",Kutrib,Martin,Prof. Dr.,
"51761","32-VSCHT","11320",Procházka,Aleš,prof.,
"52568","32-#EXT","11320",Lim,Mei Yii,Prof.,
"46120","32-KFNT","11320",Bulíř,Jiří,"Dr. Ing,",
"46141","32-KA","11320",Herzog,Ivo,prof.,
"64281","32-KTV","11320",Netíková,Kamila,Mgr.,
"51545","32-KNM","11320",Plešinger,Martin,,
"45496","32-FUUK","11320",Lazar,Josef,Mgr.,Ph.D.
"45497","32-FZUAV","11320",Kramer,Daniel,Ing.,Ph.D.
"47530","32-KAM","11320",Moravčík,Matej,Mgr.,Ph.D.
"52082","32-UJEPU","11320",Kopka,Jan,prof. RNDr.,CSc.
"46124","32-KFM","11320",Vozár,Libor,Prof. RNDr.,CSc.
"61986","32-FUUK","11320",Sýkora,Jan,Mgr.,Ph.D.
"46173","32-#EXT","11320",Ondrášková,Adriena,RNDr.,Ph.D.
"47511","32-JCUCB","11320",Papáček,Štěpán,Ing.,Ph.D.
"48903","32-#EXT","11320",Warren,Clare,Dr.,
"48904","32-KG","11320",Van den Berg,Arie,Dr.,
"49127","32-UMCHAV","11320",Houska,Milan,Ing.,CSc.
"47251","32-KFA","11320",Šrámek,Jan,Mgr.,
"52292","32-KSVI","11320",Švec,Ondřej,Mgr.,
"93933","32-KAM","11320",Kroupa,Tomáš,doc. Ing.,Ph.D.
"47388","32-#EXT","11320",Hanzálek,Zdeněk,Ing.,
"50132","32-KSI","11320",Korous,Martin,Bc.,
"50133","32-KSI","11320",Korous,Lukáš,Mgr.,
"51090","32-KFKL","11320",Kulda,Jiří,Ing.,CSc.
"52445","32-KAM","11320",Töpfer,Martin,Mgr.,
"52796","32-KSI","11320",Hofman,Radek,Dr.,
"53776","32-MUUK","11320",Pokojovy,Michael,Dr. rer. nat.,Ph.D.
"49196","32-KTIML","11320",Vlk,Marek,Mgr.,Ph.D.
"52581","32-#EXT","11320",Jedlovszky,Pal,,
"52582","32-#EXT","11320",Čepič,Mojca,prof.,
"47182","32-KNM","11320",Balázsová,Monika,RNDr.,Ph.D.
"47334","32-UPOL","11320",Fišerová,Eva,doc. RNDr.,Ph.D.
"53792","32-KJP","11320",Dundrová,Milena,PhDr.,Ph.D.
"46292","32-KG","11320",Walterová,Michaela,Mgr.,Ph.D.
"49031","32-UTF","11320",Witzany,Vojtěch,Dr. rer. nat. Mgr.,
"49033","32-KMA","11320",Svoboda,Josef,Mgr.,
"52799","32-VSE","11320",Rada,Miroslav,Ing.,Ph.D.
"47197","32-KMF","11320",Březina,Václav,Mgr.,Ph.D.
"48348","32-KTIML","11320",Zvirinský,Peter,RNDr.,Ph.D.
"50508","32-#EXT","11320",Perkowski,Pawel,prof.,
"50728","32-FUUK","11320",Cwiklik,Lukasz,prof.,Ph.D.
"47190","32-#EXT","11320",Sebastiani,Daniel,prof.,
"50865","32-KDSS","11320",Arcaini,Paolo,,Ph.D.
"44708","32-KMA","11320",Bartošová,Eliška,Mgr.,
"45301","32-KFNT","11320",Novotná,Vladimíra,RNDr.,CSc.
"49228","32-KTIML","11320",Pilát,Ondřej,Mgr.,
"49403","32-UTF","11320",Kolář,Ivan,Mgr.,Ph.D.
"54188","32-#EXT","11320",Michor,Herwig,prof.,
"48642","32-KDSS","11320",Matěna,Vladimír,RNDr.,
"48643","32-KDSS","11320",Škoda,Dominik,RNDr.,
"48144","32-KJP","11320",Good,Christopher Donald,,BA
"51850","32-KAM","11320",Opler,Michal,Mgr.,Ph.D.
"53505","32-#EXT","11320",Noorshams,Qais,Dr.-Ing,
"52500","32-UCJF","11320",Sýkora,Martin,Mgr.,
"53001","32-KFPP","11320",Van Oost,Guido,prof.,
"47531","32-KA","11320",Bok,Jan,RNDr.,Ph.D.
"50966","32-KFKL","11320",Baláž,Pavel,RNDr.,Ph.D.
"48982","32-KMA","11320",Skovajsa,Břetislav,RNDr.,
"52085","32-UHK","11320",Kuřina,František,prof. RNDr.,CSc.
"50902","32-KFNT","11320",Mihóková,Eva,doc. RNDr.,CSc.
"51252","32-FUUK","11320",Dědeček,Jiří,Mgr.,CSc.
"54026","32-KDM","11320",Beran,Filip,JUDr. Mgr.,
"54027","32-KA","11320",Carboni Oliveira,Igor,,Ph.D.
"56757","32-KFPP","11320",Urban,Jakub,,
"55212","32-KMA","11320",Mokriš,Samuel,Mgr.,
"56890","32-UCJF","11320",Mikeštíková,Marcela,,
"56857","32-#EXT","11320",Manlove,David,Dr.,
"56707","32-KPMS","11320",Nešlehová,Johana,,
"55933","32-KA","11320",Vejpustek,Ondřej,Bc.,
"56695","32-#EXT","11320",Pérez,Carlos,prof.,
"56696","32-#EXT","11320",Aron,Richard M.,prof.,
"54510","32-KA","11320",Morawiecki,Pawel,,
"54659","32-KSVI","11320",Matzner,Filip,Mgr.,
"32620","32-KPMS","11320",Adam,Lukáš,Mgr.,Ph.D.
"55693","32-SISAL","11320",Wirth,Michal,Mgr.,
"54948","32-CVUT","11320",Klíma,Martin,Ing.,Ph.D.
"57680","32-#EXT","11320",Raja Baño,Matias,prof.,
"57683","32-#EXT","11320",Rahayu,Wenny,Prof.,
"55695","32-KA","11320",Pejlová,Anežka,Mgr.,
"57314","32-#EXT","11320",Claeskens,Gerda,prof.,
"54423","32-KMA","11320",Bílý,Michael,Mgr.,
"55333","32-#EXT","11320",Jonas,David M.,,Ph.D.
"77666","32-FUUK","11320",Varga,Vladimír,Mgr.,Ph.D.
"10835","32-KTIML","11320",Maršálek,Petr,prof. RNDr. MUDr.,Ph.D.
"55375","32-#EXT","11320",Poveda,Juan Francisco Mota,prof. Dr.,Ph.D.
"55451","32-KAM","11320",Chatterjee,Krishnendu,,
"57557","32-#EXT","11320",Richter,Thomas,Prof. Dr.,
"17809","32-FZUAV","11320",Mareš,Jiří J.,RNDr.,CSc.
"55437","32-#EXT","11320",Mayr,Peter,prof.,
"47429","32-MUNI","11320",Fuchs,Eduard,doc. RNDr.,CSc.
"54849","32-FZUAV","11320",Vetushka,Aliaksei,Mgr.,Ph.D.
"55640","32-UTF","11320",Acquaviva,Giovanni,,Ph.D.
"56381","32-KPMS","11320",Shkedy,Ziv,"Prof., Dr.",
"56764","32-ZCU","11320",Pospíšil,Jan,,
"55941","32-#EXT","11320",Jannach,Dietmar,Prof. Dr.,
"55100","32-KAM","11320",Šileikis,Matas,,Dr.
"56935","32-#EXT","11320",Filipčič,Andrej,prof. Dr.,
"56952","32-#EXT","11320",Ruterana,Pierre,Dr.,
"57420","32-KDSS","11320",Blicha,Martin,Mgr.,Ph.D.
"56084","32-MUUK","11320",Le,Hong Van,,Ph.D.
"54426","32-KTIML","11320",Vytasil,Jiří,Mgr.,
"93728","32-FUUK","11320",Marek,Radek,prof. RNDr.,Ph.D.
"71289","32-KSVI","11320",Šolcová,Alena,doc. RNDr.,Ph.D.
"55867","32-#EXT","11320",Kopecká,Eva,Univ.-Prof. Dr.,
"56396","32-#EXT","11320",Fomin,Fedor,prof.,
