"KOD","USTAV","FAKULTA","PRIJMENI","JMENO","TITULPRED","TITULZA"
"11637","32-KTIML","11320",Kárný,Miroslav,Ing.,DrSc.
"11639","32-KPMS","11320",Vaníček,Karel,Mgr.,
"11640","32-#EXT","11320",Gorfinkiel,Jimena,Prof.,Ph.D.
"11641","32-#EXT","11320",Nestmann,Bernd,Dr.,
"11642","32-#EXT","11320",Richter,Manuel,Prof.,
"11643","32-KPMS","11320",Brabec,Marek,Ing.,
"13053","32-FZUAV","11320",Drchal,Václav,,
"11644","32-FJFI","11320",Beneš,Michal,prof. Dr. Ing.,
"11646","32-KSVI","11320",Kostková,Jana,Mgr.,
"13054","32-#EXT","11320",Pesant,Gilles,Prof.,
"11648","32-KPMS","11320",Koblas,Michal,Ing.,
"11649","32-KPMS","11320",Krejdl,Aleš,Ing.,Ph.D.
"11650","32-KPMS","11320",Hanusek,Lubomír,Ing.,
"11651","32-UCJF","11320",Mareš,Jiří,RNDr.,CSc.
"11652","32-UTF","11320",Vackář,Jiří,,
"11653","32-KPMS","11320",Kořistka,Jan,Mgr.,
"11654","32-KSI","11320",Matyska,Luděk,prof. RNDr.,CSc.
"11656","32-KPMS","11320",Dienstbier,Jan,Mgr. et Mgr.,"Ph.D., Ph.D."
"13057","32-#EXT","11320",Mangeney,Andre,Dr.,
"11658","32-#EXT","11320",Passot,Thierry,Dr.,
"11660","32-OVZS","11320",Smítal,Jaroslav,,DrSc.
"11661","32-OPMK","11320",Plch,Tomáš,RNDr.,Ph.D.
"13058","32-KSVI","11320",Urban,Martin,ing.,PhD.
"13256","32-FZUAV","11320",Mašek,Martin,RNDr.,Ph.D.
"13269","32-FUUK","11320",Kunc,Jan,doc. RNDr.,Ph.D.
"11161","32-KSI","11320",Kosina,Jiří,Mgr.,
"11162","32-KFA","11320",Geleyn,Jean-François,,
"11166","32-KSI","11320",Pirkl,David,Ing.,
"11167","32-UFAL","11320",Hlaváčová,Jaroslava,RNDr.,Ph.D.
"11168","32-FUUK","11320",Kopecký,Vladimír,RNDr.,Ph.D.
"12757","32-#EXT","11320",Reussner,Ralf H.,Prof. Dr.,
"11169","32-UIAV","11320",Andrey,Ladislav,Ing.,CSc.
"11170","32-KAM","11320",Ebenlendr,Tomáš,Mgr.,Ph.D.
"11171","32-KA","11320",Rudolf,Bohuslav,RNDr.,
"11174","32-KFA","11320",Novák,Petr,RNDr.,Ph.D.
"11176","32-FUUK","11320",Bouř,Petr,prof. doc. RNDr.,CSc.
"11177","32-FZUAV","11320",Šeba,Petr,prof. RNDr.,DrSc.
"11178","32-MUAV","11320",Jech,Tomáš,Prof. RNDr.,
"11179","32-#EXT","11320",Geyler,Vladimir,Prof.,
"11183","32-KDM","11320",Herynková,Kateřina,RNDr.,Ph.D.
"11186","32-#EXT","11320",Vlček,Karel,Prof. Ing.,CSc.
"11187","32-KNM","11320",Kučera,Radek,doc. RNDr.,Ph.D.
"11188","32-#EXT","11320",Kubala,Martin,doc. RNDr.,Ph.D.
"11191","32-#EXT","11320",Mottola,Stefano,Dr.,
"11192","32-AUUK","11320",Vondrák,Jan,,
"11195","32-KAM","11320",Serra,Oriol,prof.,
"11196","32-AUUK","11320",Kubát,Jiří,doc. RNDr.,CSc.
"11198","32-#EXT","11320",Klein,Norbert,Dr.,
"11200","32-#EXT","11320",Vesely,Libor,Dr.,
"11201","32-#EXT","11320",Brazhnyi,Valeriy A.,Dr.,PhD.
"11204","32-#EXT","11320",Dostál,Zdeněk,Prof. RNDr.,CSc.
"11205","32-TULIB","11320",Maryška,Jiří,Doc. RNDr. Ing.,CSc.
"11206","32-SISAL","11320",Rudišin,Miroslav,,
"11207","32-SISAL","11320",Pechanec,Jan,Mgr.,
"11780","32-FUUK","11320",Procházka,Marek,prof. RNDr.,Ph.D.
"11781","32-KA","11320",Procházka,Ladislav,prof. RNDr.,DrSc.
"11782","32-KFNT","11320",Procházka,Ivan,RNDr.,CSc.
"11784","32-KPMS","11320",Prášková,Zuzana,doc. RNDr.,CSc.
"11785","32-KSI","11320",Pospíšil,Radek,RNDr.,
"11786","32-UIAV","11320",Porubský,Štefan,Prof. RNDr,DrSc.
"11787","32-KJP","11320",Poněšická,Helena,,
"11791","32-KTIML","11320",Plátek,Martin,,CSc.
"11792","32-KSVI","11320",Klíma,Martin,Mgr.,
"11793","32-KFPP","11320",Plašil,Radek,doc. RNDr.,Ph.D.
"11794","32-KDSS","11320",Plášil,František,prof. Ing.,DrSc.
"11796","32-FGUAV","11320",Pivec,Ladislav,RNDr.,CSc.
"11797","32-KPMS","11320",Slavíková,Dagmar,RNDr.,Ph.D.
"11798","32-KFKL","11320",Petříček,Václav,RNDr.,CSc.
"11799","32-KFKL","11320",Šimek,Daniel,Mgr.,Ph.D.
"12734","32-#EXT","11320",Cox,Ingemar J.,Prof.,
"12302","32-FZUAV","11320",Lednický,Richard,,"prom. fyz., DrSc."
"12306","32-KMA","11320",Opic,Bohumír,doc. RNDr.,DrSc.
"12307","32-MUAV","11320",Krbec,Miroslav,prof. RNDr.,DrSc. DSc.
"13013","32-MUAV","11320",Kučera,Milan,prof. RNDr.,DrSc.
"12309","32-KFNT","11320",Novák,Pavel,Ing.,CSc.
"12310","32-KDF","11320",Dvořáková,Irena,RNDr.,Ph.D.
"12311","32-KAM","11320",Somer,Lawrence,,
"13014","32-KAM","11320",Kolman,Petr,doc. Mgr.,Ph.D.
"12314","32-KSVI","11320",KSVI,,,
"13015","32-KG","11320",Pšenčík,Ivan,RNDr.,CSc.
"12315","32-KG","11320",Vaněk,Jiří,Doc. RNDr.,DrSc.
"13016","32-#EXT","11320",Burša,Václav,Prof.,
"12318","32-#EXT","11320",Plešinger,Axel,Ing.,DrSc.
"12319","32-#EXT","11320",Jaroš,J.,Prof.,
"12320","32-KG","11320",Opršal,Ivo,RNDr.,Ph.D.
"12321","32-UFAAV","11320",Fiala,Vladimír,RNDr.,CSc.
"13017","32-#EXT","11320",Skopec,J.,Doc. RNDr.,CSc.
"12323","32-KPMS","11320",Krutina,Miroslav,,
"12324","32-MUUK","11320",Šír,Zbyněk,doc. RNDr.,Ph.D.
"13286","32-UCJF","11320",Štefánik,Milan,Ing.,Ph.D.
"13287","32-KFKL","11320",Chlanová,Lea,Mgr.,Ph.D.
"13288","32-KFPP","11320",Novotný,Oldřich,RNDr.,Ph.D.
"13289","32-UTF","11320",Kofroň,David,Mgr.,Ph.D.
"13298","32-KVOF","11320",Kekule,Tomáš,RNDr.,Ph.D.
"13304","32-UFAL","11320",Poláková,Lucie,Mgr.,Ph.D.
"13305","32-OPMK","11320",Preclíková,Jana,RNDr.,Ph.D.
"13307","32-AUUK","11320",Zasche,Petr,doc. RNDr.,Ph.D.
"13310","32-KVOF","11320",Kopecká,Václava,Mgr.,
"13341","32-REPRO","11320",Houštěk,Jan,Mgr.,
"13348","32-KFA","11320",Zacharov,Petr,RNDr.,Ph.D.
"13349","32-KMF","11320",Matoušek,Jindřich,Mgr.,Ph.D.
"13352","32-KFPP","11320",Korolov,Ihor,Mgr.,Ph.D.
"13355","32-UCJF","11320",Nedbal,Dalibor,Mgr.,Ph.D.
"13360","32-KFA","11320",Belda,Michal,doc. Mgr.,Ph.D.
"13368","32-KCHFO","11320",Klimeš,Jiří,doc. Mgr.,Ph.D.
"13375","32-SISAL","11320",Šimůnek,Josef,Mgr.,
"11208","32-KNIH","11320",Fuka,Jaroslav,RNDr.,CSc.
"11209","32-AUAV","11320",Spurný,Pavel,,
"11210","32-KDM","11320",Bartoň,Michael,Mgr.,Ph.D.
"11211","32-KSI","11320",Vestenický,Vojtěch,Mgr.,
"11213","32-UFAL","11320",Spousta,Miroslav,RNDr.,
"11215","32-MUAV","11320",Medková,Dagmar,doc. RNDr.,CSc.
"11217","32-UCJF","11320",Valkár,Štefan,,CSc.
"12748","32-#EXT","11320",Oberlé,Jean,Prof. Dr.,
"11219","32-KSI","11320",Štroffek,Julius,,
"11220","32-UCJF","11320",Dolejší,Jiří,doc. RNDr.,CSc.
"11221","32-KDF","11320",Žilavý,Peter,RNDr.,Ph.D.
"11222","32-KPMS","11320",Jurečková,Jana,prof. RNDr.,DrSc.
"11223","32-KFA","11320",Baťka,Michal,doc. RNDr.,DrSc.
"11224","32-KTIML","11320",Koubek,Václav,prof. RNDr.,DrSc.
"12944","32-KMA","11320",Pražák,Dalibor,doc. RNDr.,Ph.D.
"11226","32-KFM","11320",Macl,Jiří,Ing.,
"11099","32-KG","11320",Martinec,Zdeněk,prof. RNDr.,DrSc.
"11486","32-AUUK","11320",Wolf,Marek,doc. RNDr.,CSc.
"12945","32-KFPP","11320",Ošťádal,Ivan,prof. RNDr.,CSc.
"11488","32-FUUK","11320",Gášková,Dana,doc. RNDr.,CSc.
"11489","32-MUUK","11320",Kratochvíl,Jan,prof. RNDr.,DrSc.
"11491","32-KMA","11320",Pick,Luboš,prof. RNDr.,"CSc., DSc."
"12202","32-KTIML","11320",Mecl,Roman,Mgr.,
"12203","32-KTIML","11320",Olmer,Petr,Mgr.,
"12718","32-KTIML","11320",Halama,Martin,Mgr.,
"12204","32-KCHFO","11320",Novák,Tomáš,Mgr.,
"12207","32-KPMS","11320",Polívka,Jan,Mgr. Ing.,Ph.D.
"12325","32-UFAL","11320",Jelinek,Frederick,prof. PhDr.,dr. h. c.
"13018","32-UCJF","11320",Kugler,Andrej,RNDr.,CSc.
"12327","32-UCJF","11320",Tuček,Josef,Doc. RNDr.,CSc.
"12329","32-KDM","11320",Crhák,Tomáš,RNDr. Mgr.,Ph.D.
"13019","32-OVZS","11320",Vrba,Václav,RNDr.,CSc.
"12330","32-KAM","11320",Taufer,J.,,
"12332","32-KDF","11320",Kyncl,Zdeněk,doc. RNDr.,DrSc.
"12333","32-UFAL","11320",Horák,Petr,,
"12335","32-MUUK","11320",Maršík,František,prof. Ing.,DrSc.
"12336","32-UCJF","11320",Hošek,Jiří,Ing.,DrSc.
"12337","32-UCJF","11320",Dobeš,Jan,Ing.,CSc.
"12338","32-KPMS","11320",Maslowski,Bohdan,prof. RNDr.,DrSc.
"12339","32-KA","11320",Korteleinen,Juha,,
"12340","32-KA","11320",Schmidmeier,Markus,,
"13022","32-KDM","11320",Dlab,Vlastimil,prof. RNDr.,DrSc.
"12341","32-KPMS","11320",Janžura,Martin,doc. RNDr.,CSc.
"12342","32-KFA","11320",Fiala,Jaroslav,RNDr.,CSc.
"12343","32-MUAV","11320",Sochor,Antonín,RNDr.,DrSc.
"13023","32-KSI","11320",Marek,Luděk,Mgr.,
"12511","32-UCJF","11320",Kampf,Karol,prof. RNDr.,Ph.D.
"12512","32-KFA","11320",Kalvová,Jaroslava,doc. RNDr.,CSc.
"12513","32-KDM","11320",Kadleček,Jiří,doc. RNDr.,CSc.
"12514","32-FSVUK","11320",Kaderka,Ivo,,
"12515","32-#EXT","11320",John,Oldřich,doc. RNDr.,CSc.
"12516","32-KFPP","11320",Jirsák,Tomáš,RNDr.,CSc.
"13044","32-SISAL","11320",Jirovský,Václav,doc. Ing.,CSc.
"12517","32-UCJF","11320",Jireš,Miroslav,,
"12519","32-SISAL","11320",Jelínek,Jakub,Mgr.,
"13045","32-KA","11320",Jedlička,Přemysl,doc. RNDr.,Ph.D.
"12521","32-MUUK","11320",Jásenský,Hlavatý,,
"12523","32-KG","11320",Janský,Jaromír,RNDr.,CSc.
"13046","32-KVOF","11320",Jánský,Ivan,,
"12762","32-#EXT","11320",Hall,Keith B.,Dr.,
"13585","32-UFAL","11320",Prokopová,Magdalena,Mgr.,
"12524","32-KNM","11320",Janovský,Vladimír,prof. RNDr.,DrSc.
"11540","32-KFA","11320",Jaňour,Zbyněk,prof. RNDr.,DrSc.
"11541","32-KSI","11320",Janko,Jaromir,,
"11542","32-KPMS","11320",Janečková,Hana,RNDr.,Ph.D.
"13395","32-UCJF","11320",Trnka,Jaroslav,prof. RNDr.,Ph.D.
"13397","32-KFA","11320",Šindelářová,Kateřina,RNDr.,Ph.D.
"13419","32-KDM","11320",Šrubař,Jiří,RNDr.,Ph.D.
"13420","32-UTF","11320",Macek,Michal,Mgr.,Ph.D.
"13422","32-KFPP","11320",Libra,Jiří,Mgr.,Ph.D.
"13426","32-KFPP","11320",Andreeová,Kateřina,Mgr.,Ph.D.
"13430","32-KFPP","11320",Škoda,Michal,RNDr.,Ph.D.
"13437","32-UFAL","11320",Nedoluzhko,Anna,Mgr.,Ph.D.
"13525","32-KFPP","11320",Václavů,Michal,RNDr.,Ph.D.
"13615","32-UTF","11320",Augustinský,Pavel,RNDr.,Ph.D.
"13604","32-KFA","11320",Skřivánková,Pavla,RNDr.,
"13611","32-KAM","11320",Rytíř,Pavel,Mgr.,Ph.D.
"13612","32-KAM","11320",Gavenčiak,Tomáš,Mgr.,Ph.D.
"13613","32-KSI","11320",Novotný,Miroslav,RNDr.,Ph.D.
"13614","32-FUUK","11320",Maloň,Petr,Ing.,CSc.
"13617","32-KSVI","11320",Svoboda,Tomáš,,
"13623","32-#EXT","11320",Benda,Vítězslav,Prof.Ing.,CSc.
"13622","32-KFA","11320",Križan,Peter,RNDr.,Ph.D.
"13626","32-KDSS","11320",Babka,Vlastimil,RNDr. Mgr.,Ph.D.
"13627","32-AUUK","11320",Růžička,Adam,RNDr.,Ph.D.
"13629","32-KSI","11320",Krátký,Tomáš,,
"13630","32-KPMS","11320",Hanzák,Tomáš,RNDr.,Ph.D.
"13633","32-KPMS","11320",Bubelíny,Peter,RNDr.,Ph.D.
"13634","32-KFA","11320",Macoun,Jan,RNDr.,Ph.D.
"13635","32-KFA","11320",Holtanová,Eva,RNDr.,Ph.D.
"13639","32-KAM","11320",Paták,Pavel,RNDr.,Ph.D.
"13641","32-UCJF","11320",Smolík,Jan,RNDr.,Ph.D.
"13646","32-KA","11320",Doubek,Martin,Mgr.,Ph.D.
"12786","32-FUUK","11320",Jakubisová,Eva,RNDr.,Ph.D.
"12719","32-KPMS","11320",Henclová,Alena,RNDr.,Ph.D.
"12208","32-KPMS","11320",Hájek,Jiří,Mgr.,
"12212","32-MUAV","11320",Král,Josef,Prof.,DrSc.
"12213","32-KTIML","11320",Haniková,Zuzana,RNDr.,Ph.D.
"12214","32-KCHFO","11320",Balling,Petr,RNDr.,Ph.D.
"12215","32-KMA","11320",Müller,Vladimír,prof. RNDr.,DrSc.
"12217","32-KG","11320",Růžek,Bohuslav,RNDr.,CSc.
"12218","32-KFA","11320",Kráčmar,Jan,RNDr.,
"12722","32-KPMS","11320",Glückaufová,Dagmar,RNDr.,CSc.
"12219","32-KPMS","11320",Černý,Michal,prof. RNDr. Ing.,Ph.D.
"12220","32-KFPP","11320",Máca,František,RNDr.,CSc.
"12224","32-KFA","11320",Šír,Arnošt,RNDr.,
"12226","32-KPMS","11320",Klebanov,Lev,prof.,DrSc.
"12228","32-KSI","11320",Petříček,Václav,RNDr.,Ph.D.
"12238","32-KG","11320",Christensen,U.,Prof.,
"12241","32-#EXT","11320",Brada,Přemysl,doc. Ing.,"M.Sc., Ph.D."
"12242","32-#EXT","11320",Melichar,Bořivoj,prof. Ing.,DrSc.
"12243","32-#EXT","11320",Svoboda,Miroslav,Mgr.,CSc.
"12244","32-TZUS","11320",Lahodný,Václav,Ing.,
"12245","32-KSVI","11320",Šára,Radim,doc. Dr. Ing.,
"12249","32-KSI","11320",Štanclová,Jana,RNDr.,Ph.D.
"12250","32-KDSS","11320",Višňovský,Stanislav,RNDr.,Ph.D.
"12251","32-OVZS","11320",Šumbera,Michal,doc.,"CSc., DSc."
"12253","32-AUAV","11320",Hudec,René,doc. RNDr.,CSc.
"10740","32-KTIML","11320",Křivánek,Mirko,doc. RNDr.,CSc.
"10741","32-UFCHAV","11320",Čárský,Petr,Doc. RNDr.,DrSc.
"10744","32-#EXT","11320",Nedoma,Jiří,Doc. Ing.,CSc.
"10746","32-#EXT","11320",Urban,Štěpán,Doc. RNDr.,CSc.
"10748","32-KFKL","11320",Arnold,Zdeněk,RNDr.,CSc.
"10749","32-AUUK","11320",Borovička,Jiří,RNDr.,CSc.
"11543","32-KFM","11320",Janeček,Miloš,prof. RNDr.,CSc.
"11546","32-KG","11320",Janáčková,Alena,,
"11547","32-SISAL","11320",Jákl,Vojtěch,RNDr.,
"11548","32-KMF","11320",Ilavský,Michal,,
"11549","32-UCJF","11320",Chýla,Jiří,prof.,CSc.
"11550","32-KDF","11320",Chvál,Martin,doc. PhDr.,Ph.D.
"11551","32-UCJF","11320",Chudoba,Jiří,RNDr.,Ph.D.
"11553","32-KFM","11320",Chmelík,František,doc. RNDr.,CSc.
"11554","32-KPMS","11320",Charamza,Pavel,RNDr.,CSc.
"11556","32-SISAL","11320",Chadima,Jan Filip,Ing.,
"11557","32-KFPP","11320",Cháb,Vladimír,Ing.,CSc.
"11558","32-KDM","11320",Hykšová,Magdalena,RNDr.,Ph.D.
"11560","32-KMA","11320",Hušek,Miroslav,prof. RNDr.,DrSc.
"11561","32-KPMS","11320",Hurt,Jan,doc. RNDr.,CSc.
"11562","32-KTIML","11320",Hrůza,J.,,
"11564","32-KFPP","11320",Hrach,Rudolf,prof. RNDr.,DrSc.
"11565","32-KJP","11320",Houšková,Marie,PhDr.,
"11566","32-FUUK","11320",Höschl,Pavel,prof. RNDr.,DrSc.
"12683","32-#EXT","11320",Stella,Luigi,Prof.,
"11460","32-MUAV","11320",Straškraba,Ivan,Mgr.,CSc.
"11461","32-KSVI","11320",KSVI,"2",Mgr.,
"12684","32-CVUT","11320",Starý,Vladimír,RNDr.,CSc.
"11463","32-KMA","11320",Stará,Jana,doc. RNDr.,CSc.
"11464","32-KFPP","11320",Matolínová,Iva,prof. Mgr.,Dr.
"11465","32-KA","11320",Stanovský,David,doc. RNDr.,Ph.D.
"12731","32-KDM","11320",Rmoutil,Martin,RNDr.,Ph.D.
"11579","32-KFA","11320",Hladný,J.,,
"11581","32-UFAL","11320",Vidová Hladká,Barbora,doc. Mgr.,Ph.D.
"11582","32-FUUK","11320",Heřman,Petr,prof. RNDr.,CSc.
"12610","32-FUUK","11320",Fárník,Michal,doc. Mgr.,"Ph.D., DSc."
"12723","32-FUUK","11320",Hendrych,Tomáš,RNDr.,Ph.D.
"12611","32-FUUK","11320",Kodedová,Marie,RNDr.,Ph.D.
"12612","32-KG","11320",Pergler,Tomáš,RNDr.,
"12613","32-KDM","11320",Filipová,Petra,Mgr.,
"12724","32-KFM","11320",Paidar,Václav,RNDr.,DrSc.
"12614","32-KTIML","11320",McLaren,Bruce M.,Dr.,
"12617","32-KPMS","11320",Beran,Rudolf,,
"12618","32-SB","11320",Herrmann,Blanka,,
"12621","32-KCHFO","11320",Soldán,Pavel,doc. Ing.,Dr.
"12624","32-KFA","11320",Zelinger,Zdeněk,Ing.,CSc.
"12727","32-FUUK","11320",Fesh,Roman,,
"12627","32-KSVI","11320",Ježek,Lukáš,Mgr.,
"12629","32-KSI","11320",Mikle,Ondrej,Mgr.,
"12630","32-KSI","11320",Dědek,Jan,Mgr.,Ph.D.
"12632","32-KPMS","11320",Pešta,Michal,doc. RNDr.,Ph.D.
"12744","32-#EXT","11320",Tvrdík,Josef,doc. Ing.,CSc.
"12525","32-PSIK","11320",Zakouřil,Pavel,RNDr.,Ph.D.
"10751","32-#EXT","11320",Cejpek,Jan,dr.,
"10753","32-GFUAV","11320",Červ,Václav,RNDr.,CSc.
"10754","32-#EXT","11320",Dittrich,Jaroslav,RNDr.,CSc.
"10755","32-UJFAV","11320",Dlouhý,Zdeněk,RNDr.,CSc.
"10756","32-#EXT","11320",Fárník,František,RNDr.,CSc.
"10759","32-FZUAV","11320",Gemperle,Antonín,RNDr.,CSc.
"10760","32-KFNT","11320",Glogarová,Milada,prom.fyz.,CSc.
"10761","32-KFKL","11320",Hašek,Jindřich,RNDr.,DrSc.
"10762","32-CHMU","11320",Hlavatý,Karel,RNDr.,CSc.
"10763","32-UJFAV","11320",Honusek,Milan,prom.fyzik,CSc.
"10764","32-KFPP","11320",Hrabovský,Milan,doc. RNDr.,CSc.
"10768","32-FZUAV","11320",Jirsa,Miloš,RNDr.,DSc.
"10770","32-FZUAV","11320",Kamberský,Vladimír,RNDr.,CSc.
"10771","32-KPMS","11320",Kaňková,Vlasta,RNDr.,CSc.
"10772","32-KSI","11320",Vlčková,Zuzana,RNDr.,
"10773","32-AUUK","11320",Karlický,Marian,prof. RNDr.,DrSc.
"10775","32-FZUAV","11320",Kočka,Jan,RNDr.,DrSc.
"10776","32-#EXT","11320",Kopecký,Jan,Mgr.,
"12737","32-KMA","11320",Cepák,Jiří,Mgr.,
"10778","32-UIAV","11320",Kůrková,Věra,RNDr.,DrSc.
"10781","32-FZUAV","11320",Petzelt,Jan,RNDr.,DrSc.
"10782","32-#EXT","11320",Polčík,Martin,RNDr.,CSc.
"10784","32-#EXT","11320",Pecina,P,dr.,
"10785","32-FZUAV","11320",Rohlena,Karel,RNDr.,CSc.
"10787","32-AUUK","11320",Sobotka,Michal,,
"10789","32-KFPP","11320",Stöckel,Jan,RNDr.,"M.Sc., CSc."
"10791","32-MUAV","11320",Šilhavý,Miroslav,RNDr.,DrSc.
"10793","32-#EXT","11320",Tlustý,Pavel,RNDr.,CSc.
"10794","32-FZUAV","11320",Tomáš,Ivan,RNDr.,CSc.
"10795","32-FZUAV","11320",Vaněček,Milan,RNDr.,CSc.
"10796","32-UCJF","11320",Wagner,Vladimír,RNDr.,CSc.
"10797","32-KPMS","11320",Michálek,Jiří,,
"10800","32-FZUAV","11320",Böhm,Jan,ing.,CSc.
"10802","32-FZUAV","11320",Svoboda,Pavel,ing.,CSc.
"10803","32-UCJF","11320",Cvach,Jaroslav,Ing.,CSc.
"10807","32-#EXT","11320",Húsek,Dušan,ing.,
"10808","32-KFKL","11320",Kamarád,Jiří,Ing.,CSc.
"10809","32-FZUAV","11320",Kraus,Luděk,ing.,CSc.
"11583","32-KMA","11320",Hencl,Stanislav,prof. RNDr.,Ph.D.
"11584","32-KSVI","11320",Hejna,Ladislav,,
"11585","32-AUUK","11320",Heinzel,Petr,prof. RNDr.,DrSc.
"11587","32-KTIML","11320",Havel,Ivan M.,doc. Ing.,"CSc., Ph.D."
"11589","32-KFM","11320",Málek,Přemysl,doc. RNDr.,CSc.
"11590","32-KNM","11320",Haslinger,Jaroslav,prof. RNDr.,DrSc.
"11591","32-KVOF","11320",Hanzal,Vojtěch,RNDr.,
"11592","32-KG","11320",Hanyk,Ladislav,RNDr.,Ph.D.
"11593","32-KMF","11320",Hanyková,Lenka,doc. RNDr.,Dr.
"11594","32-FUUK","11320",Hanuš,Jaroslav,Mgr.,Ph.D.
"11596","32-UFAL","11320",Hanika,Jiří,PhDr. RNDr.,Ph.D.
"11597","32-UFAL","11320",Hana,Jiří,RNDr.,Ph.D.
"11847","32-KPMS","11320",Dupačová,Jitka,prof. RNDr.,DrSc.
"11848","32-#EXT","11320",Duda,Jakub,RNDr.,Ph.D.
"12700","32-KA","11320",Drápal,Aleš,prof. RNDr.,"CSc., DSc."
"12701","32-#EXT","11320",Doktor,Pavel,RNDr.,
"11853","32-KPMS","11320",Dobiáš,Petr,Mgr. Ing.,Ph.D.
"11854","32-KFKL","11320",Novotný,Tomáš,doc. RNDr.,Ph.D.
"11855","32-KSI","11320",Dlouhý,Martin,RNDr. Mgr.,Ph.D.
"11856","32-KCHFO","11320",Dian,Juraj,doc. RNDr.,CSc.
"11859","32-UCJF","11320",Davídek,Tomáš,prof. RNDr.,Ph.D.
"11860","32-KTIML","11320",Čuda,Karel,RNDr.,CSc.
"12703","32-KCHFO","11320",Čtyroký,Jiří,prof. Ing.,DrSc.
"11861","32-KG","11320",Čížková,Hana,doc. RNDr.,Ph.D.
"12761","32-#EXT","11320",Hůlek,Zbyněk,doc. Ing.,CSc.
"11729","32-KFM","11320",Harcuba,Petr,RNDr.,Ph.D.
"11730","32-KFM","11320",Srba,Ondřej,RNDr.,Ph.D.
"11731","32-UCJF","11320",Palacký,Jiří,,
"11732","32-KFNT","11320",Slunečka,Miloslav,Ing.,
"11735","32-KFNT","11320",Janata,Antonín,Ing.,
"11737","32-FUUK","11320",Franta,Jiří,RNDr.,Ph.D.
"11738","32-#EXT","11320",Schatzmann,Michael,Prof.,
"11739","32-KDM","11320",Černeková,Kristína,Mgr.,
"11740","32-KAM","11320",Buddle,Mandy L.,,
"11870","32-KPMS","11320",Netolická,Hana,Ing.,
"11871","32-KPMS","11320",Hanuš,Martin,Mgr.,Ph.D.
"11872","32-KAM","11320",Wood,David R..,,
"11873","32-KNM","11320",Šolín,Pavel,RNDr. Mgr.,Ph.D.
"11874","32-UCJF","11320",Šálek,David,RNDr.,Ph.D.
"11876","32-KTIML","11320",Chrpa,Lukáš,doc. RNDr.,Ph.D.
"11878","32-KSI","11320",Novotný,Robert,,
"11879","32-KSI","11320",Bošanský,Branislav,Mgr.,
"11880","32-UCJF","11320",Chála,Ondřej,Mgr.,Ph.D.
"13620","32-KNM","11320",Doležel,Ivo,Prof.,CSc.
"13534","32-KSI","11320",Matouš,Václav,Mgr.,
"11079","32-#EXT","11320",Horák,Jaromír,Prof. Ing. Dr.,DrSc.
"11080","32-UFEAV","11320",Nohavica,Dušan,,
"11081","32-#EXT","11320",Sychrová,Hana,RNDr.,DrSc.
"11082","32-#EXT","11320",Höfer,Milan,prof.,
"11084","32-UCJF","11320",Zdráhal,Martin,Mgr.,Ph.D.
"11085","32-STUD","11320",Kulhánek,Petr,prof. RNDr.,CSc.
"11086","32-#EXT","11320",Šmilauer,Jan,,
"11087","32-#EXT","11320",Kudela,Karel,prof. Ing.,DrSc.
"11088","32-STUD","11320",Bulánek,Roman,prof. doc. Ing.,Ph.D.
"11089","32-#EXT","11320",Lála,Pavel,Dr.,CSc.
"11090","32-KG","11320",Kostelecký,Jan,prof. Ing.,DrSc.
"12633","32-#EXT","11320",Messerotti,Mauro,Dr.,
"12976","32-KFM","11320",Buriánek,Jaromír,Ing.,
"10810","32-KJP","11320",Bostrom,Kristin,,
"10811","32-KJP","11320",Hlavičková,Zuzana,PhDr.,
"10813","32-KA","11320",Hora,Jan,Mgr.,
"10814","32-KPMS","11320",Strnad,Jakub,RNDr.,Ph.D.
"10816","32-UTAMAV","11320",Náprstek,Jiří,ing.,DrSc.
"10817","32-#EXT","11320",Ošmera,Bohumil,ing.,CSc.
"12979","32-MBUAV","11320",Vohradský,Jiří,Ing.,CSc.
"10821","32-#EXT","11320",Převorovský,Zdeněk,Ing.,CSc.
"10822","32-#EXT","11320",Tomandl,Ivo,Mgr.,CSc.
"12981","32-#EXT","11320",Herman,Zdeněk,prof. RNDr.,DrSc.
"10825","32-FGUAV","11320",Kotyk,Arnošt,,
"10826","32-UPOL","11320",Kubáček,Lubomír,prof. RNDr. Ing.,DrSc.
"10827","32-KAM","11320",Černý,Jakub,Mgr.,Ph.D.
"10828","32-KSI","11320",Buble,Adam,RNDr.,
"12982","32-KSI","11320",Škultéty,Miroslav,Mgr.,
"10830","32-KG","11320",Červený,Vlastislav,prof. RNDr.,DrSc.
"10831","32-KA","11320",Šťovíček,Jan,doc. RNDr.,Ph.D.
"10832","32-KFA","11320",Mikšovský,Jiří,doc. Mgr.,Ph.D.
"10834","32-#EXT","11320",Haškovec,Jan,Mgr.,
"10836","32-MUUK","11320",Fiřt,Roman,RNDr.,
"10838","32-KA","11320",Kurčík,Erik,Mgr.,
"10839","32-KA","11320",Kolenatý,Ondřej,Mgr.,
"12985","32-UFAL","11320",Spoustová,Johanka,RNDr.,Ph.D.
"10840","32-IUUK","11320",Valla,Tomáš,doc. RNDr.,Ph.D.
"12986","32-KSVI","11320",Brom,Cyril,doc. Mgr.,Ph.D.
"10844","32-KSVI","11320",Semančík,Jaroslav,Mgr.,
"10845","32-FUUK","11320",Procházková,J.,RNDr.,CSc.
