"KOD","USTAV","FAKULTA","PRIJMENI","JMENO","TITULPRED","TITULZA"
"79361","32-KTIML","11320",Pantůčková,Kristýna,Mgr.,
"79589","32-KSI","11320",Bartoš,Michal,,
"80389","32-KSVI","11320",Karella,Tomáš,Mgr.,
"31301","32-KAM","11320",Horáček,Jaroslav,RNDr.,Ph.D.
"17187","32-KDM","11320",Surynková,Petra,RNDr.,Ph.D.
"80265","32-KTIML","11320",Mestek,Jakub,Mgr.,
"79494","32-UFAL","11320",Javorský,Dávid,Mgr.,
"68318","32-UFAL","11320",Kvapilíková,Ivana,Mgr.,Ph.D.
"80577","32-KDSS","11320",Dorčáková,Terézia,Mgr.,
"62138","32-KNM","11320",Pozza,Stefano,,"Dr., Ph.D."
"75254","32-IUUK","11320",Vu,Tung Anh,Mgr.,
"79448","32-KSVI","11320",Luňák,Václav,Bc.,
"83603","32-KDSS","11320",Abdullah,Milad Ashqi,,
"84000","32-KNM","11320",Van Buggenhout,Niel,,Ph.D.
"54720","32-KSVI","11320",Černý,Vojtěch,Mgr.,
"83260","32-KSVI","11320",Svoboda,Tomáš,Mgr.,
"84568","32-KA","11320",Ježil,Ondřej,Mgr.,
"84593","32-KAM","11320",Kucheriya,Gaurav Sunil,,M.Sc.
"83078","32-IUUK","11320",Gamboa Quintero,Guillermo Andres,,
"83709","32-KAM","11320",Grinerová,Klára,Bc.,
"83712","32-KSVI","11320",Vejbora,Martin,Mgr.,
"83713","32-KSVI","11320",Štolová,Michaela,Bc.,
"82191","32-KSI","11320",Drozdík,Tomáš,Mgr.,
"68435","32-KPMS","11320",Mizera,Ivan,prof. RNDr.,CSc.
"83183","32-KDSS","11320",Šimerda,Pavel,,
"83343","32-KSVI","11320",Liška,Martin,Mgr.,
"83910","32-IUUK","11320",Lahiri,Abhiruk,,Ph.D.
"68160","32-KSVI","11320",Antolík,Ján,Mgr.,Ph.D.
"83158","32-KSI","11320",Dokoupil,Patrik,RNDr.,
"69995","32-KAM","11320",Jedličková,Nikola,Mgr.,
"84927","32-KDSS","11320",Volf,Tomáš,,
"82682","32-KTIML","11320",Kaifer,Jan,Bc.,
"83080","32-KSVI","11320",Kleprlík,Jan,Bc.,
"83128","32-KTIML","11320",Kadlecová,Gabriela,Mgr.,
"81948","32-KSVI","11320",Tódová,Lucia,Mgr.,
"82769","32-KAM","11320",Kalvoda,Jiří,Bc.,
"82771","32-KAM","11320",Káně,Vojtěch,Bc.,
"82348","32-IUUK","11320",Mikšaník,David,Mgr.,
"82351","32-KAM","11320",Lorenc,Matyáš,Mgr.,
"85645","32-KAM","11320",Gaďurek,Vojtěch,Bc.,
"86815","32-KSVI","11320",Frantál,Jiří,Mgr.,
"85949","32-KA","11320",Narusevych,Mykyta,Mgr.,
"89594","32-KPMS","11320",Procházka,Vít,Ing.,Ph.D.
"11321","32-KDM","11320",Šarounová,Alena,PhDr.,CSc.
"87269","32-KAM","11320",Sedláček,Petr,Mgr.,
"89529","32-MUUK","11320",Blechta,Jan,Mgr.,Ph.D.
"85843","32-KSVI","11320",Günes,Nese,,M.Sc.
"88357","32-KJP","11320",Roupcová,Jana,Mgr.,MBA
"88219","32-KNM","11320",Martínek,Josef,Mgr.,
"88580","32-KDSS","11320",Klepl,Jiří,Mgr.,
"88593","32-KTIML","11320",Flídrová,Věra,RNDr.,
"86011","32-KAM","11320",Koreček,Martin,Mgr.,
"88106","32-KSVI","11320",Knotek,Jaroslav,Mgr.,
"90906","32-KAM","11320",Glišić,Jelena,Mgr.,
"92597","32-IUUK","11320",Tkadlec,Josef,Bc.,Ph.D.
"92814","32-MUUK","11320",Kotrbatý,Jan,Dr. rer. nat. Ing.,
"93278","32-KSVI","11320",Šosvald,David,Mgr.,
"90389","32-KAM","11320",Dohnalová,Barbora,Bc.,
"93282","32-KSVI","11320",Studeničová,Katarína,Ing.,
"93287","32-KSVI","11320",Čelko,Tomáš,Mgr.,
"93290","32-IUUK","11320",Sabater Rojas,Lluís,,
"10752","32-KAM","11320",Černý,Martin,RNDr.,
"93063","32-KAM","11320",Antić,Todor,Mgr.,
"92164","32-UFAL","11320",Balloccu,Simone,,Ph.D.
"97188","32-KNM","11320",Hammerbauer,Tomáš,Mgr.,
"94340","32-IUUK","11320",Zamani,Hadi,,M.Sc.
"96761","32-KAM","11320",Chudý,Vladimír,Bc.,
"96762","32-KAM","11320",Lepič,Václav,Bc.,
"94346","32-KTIML","11320",Edelkamp,Stefan,,Dr. rer. nat.
"11309","32-KTIML","11320",Neruda,Roman,Mgr.,CSc.
"96680","32-KAM","11320",Kastl,Filip,Bc.,
"96681","32-KAM","11320",Martinek,Petr,Bc.,
"97996","32-KDSS","11320",Koucký,Jakub,Bc.,
"98059","32-KDSS","11320",Brabec,Matyáš,Mgr.,
